name,profession,country,gender,link
Jasper Sharp,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/499
Rebecca Shatwell,programmer,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/172
Steven Shaviro,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/83
Chris Shepherd,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/912
Peter Shepotinnik,programmer,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/197
Shinji Aoyama,Director,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1167
Keith Shiri,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/433
Graham Shirley,archivist,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/563
Cate Shortland,Director,Australia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/907
Michael Sicinski,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/303
Dāvis Sīmanis,Director,Latvia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/930
Nico Simon,programmer,Belgium,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/252
Iain Sinclair,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/536
Jim Sinclair,programmer,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/484
Mark Sinker,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/341
Neil Sinyard,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/263
Erik Skjoldbjærg,Director,Norway,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/940
Ali Smith,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/826
Anna Smith,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/799
Gavin Smith,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/586
Paul Julian Smith,academic,UK/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/220
Tim J Smith,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/52
Kazuhiro Soda,Director,Japan/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1019
Eloísa Solaas,programmer,Argentina,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/636
Jason Solomons,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/501
Fernanda Solórzano,critic,Mexico,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/616
Sion Sono,Director,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1171
David Sorfa,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/671
Mohamed Soueid,critic,Lebanon,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/279
Igor Soukmanov,critic,Belarus,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/530
Richard Sowada,programmer,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/159
Götz Spielmann,Director,Austria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/959
Michael Sragow,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/302
Kate Stables,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/437
Janet Staiger,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/504
Chuck Stephens,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/714
David Sterritt,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/670
Brad Stevens,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/755
Isabel Stevens,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/525
Isabelle Stever,Director,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/976
Clare Stewart,programmer,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/710
Heather Stewart,programmer,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/548
Whit Stillman,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1197
Ruben Östlund,Director,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1155
Francine Stock,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/601
Lóránt Stőhr,critic,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/385
Pablo Stoll,Director,Uruguay,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1103
Rod Stoneman,academic,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/144
Audrius Stonys,Director,Lithuania,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/890
David Stratton,critic,UK/Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/669
Peter Strickland,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1122
Chris Stults,programmer,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/720
Drake Stutesman,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/651
Richard Suchenski,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/158
Vlastimir Sudar,critic,Serbia/UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/19
Per Sundfeldt,critic,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/208
Chung Sung-ill,critic,Korea,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/713
Catherine A. Surowiec,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/736
Anocha Suwichakornpong,Director,Thailand,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/879
Jan Svěrák,Director,Czech Republic,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/982
Ognjen Svilicic,Director,Croatia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1096
Joe Swanberg,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/998
Matthew Sweet,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/322
Bálint Szalóky,critic,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/775
Malgorzata Szumowska,Director,Poland,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1044
Mika Taanila,Director,Finland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1072
Patrick Tam,Director,Hong Kong,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1108
Gerwin Tamsma,programmer,Netherlands,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/576
Quentin Tarantino,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1134
Gary Tarn,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/952
Béla Tarr,Director,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/895
Alan Tasciyan,critic,Turkey,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/835
Amy Taubin,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/819
Matthew Taylor,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/321
"Marcel Štefančič, jr",critic,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/365
José Teodoro,critic,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/461
Jean-Philippe Tessé,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/493
Gary Thomas,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/587
Rudolf Thome,Director,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1156
Anne Thompson,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/796
David Thompson,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/668
Kristin Thompson,academic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/413
David Thomson,critic,UK/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/667
Warwick Thornton,Director,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1196
Jamie Thraves,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/981
Stephen Thrower,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/87
Paul Tickell,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1112
Tien-Hsiang Wen,critic,Taiwan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/56
Ant Timpson,programmer,New Zealand,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/793
Gonçalo Tocha,Director,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/958
Akira Tochigi,programmer,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/838
Peter Todd,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1123
Gulbara Tolomushova,critic,Kyrgyzstan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/559
Tomoyo Kawai,distributor,Japan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/43
Margit Tonson,critic,Estonia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/356
Mark Toscano,archivist,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/340
Pimpaka Towira,Director,Thailand,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1132
Andrew Tracy,critic,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/806
Pablo Trapero,Director,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1104
Joachim Trier,Director,Norway,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/995
Jan Troell,Director,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/983
Fabio Troncarelli,academic,Italy,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/620
Gorazd Trušnovec,critic,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/565
Athina Rachel Tsangari,Director,Greece,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/888
Peter Tscherkassky,Director,Austria,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1124
Pema Tseden,Director,Tibet,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1116
Kenneth Turan,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/429
Ann Turner,Director,Australia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/877
Sarah Turner,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1162
Quentin Turnour,programmer,Australia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/182
Casper Tybjerg,academic,Denmark,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/738
J.M. Tyree,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/523
Udagawa Koyo,critic,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/37
Keith Uhlich,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/432
Andrei Ujica,Director,Romania,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/864
Maria Ulfsak,critic,Estonia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/353
Suncica Unevska,critic,Macedonia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/76
Veiko Õunpuu,critic,Estonia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/30
Marcos Uzal,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/359
Susan Vahabzadeh,critic,Germany,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/74
Grégory Valens,critic,France,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/561
Slobodan Valentinčič,Director,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1172
Jean-Marc Vallée,Director,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/988
Miguel Valverde,programmer,Portugal,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/289
Koen van Daele,programmer,Slovenia/Belgium,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/416
Kata Anna Váró,programmer,Hungary,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/439
Matthew Vaughn,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1061
Federico Veiroj,Director,Uruguay,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/945
Noel Vera,critic,Phillippines,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/241
Sanjeev Verma,critic,India,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/120
Nuria Vidal,critic,Spain,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/238
Daniel V Villamediana,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/923
Juan Villegas,Director,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1014
Ginette Vincendeau,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/573
Tom Vincent ,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/44
Paulino Viota,Director,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1113
Lucy Virgen,programmer,Mexico,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/380
Ignatiy Vishnevetsky,critic,US/Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/531
Balazs Vizer,programmer,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/776
Nag Vladermersky,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/271
Peter von Bagh (director),Director,Finland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1125
Laura Waddington,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1031
Monika Wagenberg,programmer,Colombia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/274
Peter Walsh,programmer,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/195
Ben Walters,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/767
Simon Ward,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/96
Emily Wardill,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/938
Marina Warner,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/350
Bill Warren,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/760
Gillian Wearing,Director,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/956
Marc Webb,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1052
Mark Webber,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/339
Michael Wedel,academic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/301
Apichatpong Weerasethakul,Director,Thailand,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/883
Maja Weiss,Director,Slovenia,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1042
Paul Wells,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/217
Zhu Wen,Director,China,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1202
Jon Wengström,archivist,Sweden,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/472
Guy Westwell,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/553
Catherine Wheatley,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/733
Armond White,critic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/783
Rob White,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/155
Peter Whitehead,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1126
Charles Whitehouse,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/541
Paul Whitington,critic,Ireland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/216
Samuel Wigley,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/123
Ian Wild,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/532
Linda Ruth Williams,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/394
Judith Williamson,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/453
Norm Wilner,critic,Canada,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/240
Emma Wilson,academic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/634
Claudia Winkleman,critic,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/709
Willi Winkler,critic,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/12
Wheeler Winston Dixon,academic,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/14
Damon Wise,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/703
Michael Witt,academic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/300
Sergio Wolf,critic,Argentina,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/108
Ain-Ling Wong,critic,Hong Kong,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/839
Tim Wong,critic,New Zealand,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/49
Elizabeth Wood,programmer,UK,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/637
Jason Wood,programmer,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/500
Michael Wood,academic,UK/US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/299
Billy Woodberry,Director,US,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/901
Richard Woolley,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1146
John Wrathall,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/474
Edgar Wright,Director,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/934
Nick Wrigley,distributor,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/254
Janusz Wróblewski,critic,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/503
Barbara Wurm,critic,Germany/Austria,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/773
Klaus Wyborny,Director,Germany,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1025
Manu Yáñez-Murillo,critic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/370
Yoshio Yasui,archivist,Japan,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/6
Keren Yedaya,Director,Israel,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1021
Un-Seong Yoo,programmer,Korea,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/35
Neil Young,critic,UK,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/262
Kim Young-Jin,critic,South Korea,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/419
Jane Yu,programmer,Taiwan,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/505
Firat Yucel,critic,Turkey,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/609
Ho Yuhang,Director,Malaysia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/971
Stephanie Zacharek,critic,US,Female,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/88
Ferenc Zalaba,critic,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/617
Krzysztof Zanussi,Director,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1028
Alexander Zeldovich,Director,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/856
Stanislav Zelvensky,critic,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/91
Chadi Zeneddine,Director,Lebanon,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/909
Ling Zhang,academic,China,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/392
Cui Zi'en,Director,China,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/919
Slavoj Zizek,critic,Slovenia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/94
Zsolt Gyenge,academic,Hungary,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/2
Marco Ettore Zucchi,critic,Switzerland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/362
Gertjan Zuilhof,programmer,Netherlands,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/578
Andrzej Żuławski,Director,Poland,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/873
Santos Zunzunegui,academic,Spain,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/116
Andrey Zvyagintsev,Director,Russia,Male,https://www.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/872
