movie,year,director,movie_id
"Power of Speech, The",,Jean-Luc Godard,id_1607
True Heart Susie,1919,D.W. Griffith,id_1608
Emperor Tomato Ketchup,1971,Terayama Shuji,id_1609
Summer In Narita,,Ogawa Shinsuke,id_1610
Die Hard,1988,John McTiernan,id_1611
"Last Days of Disco, The",1998,Whit Stillman,id_1612
"Night at the Opera, A",1935,Sam Wood,id_1613
"Posto, Il",1961,Ermanno Olmi,id_1614
"Trip, The",,Michael Winterbottom,id_1615
US Go Home,,Claire Denis,id_1616
"Art of Vision, The",1964,Stan Brakhage,id_1617
Cheyenne Autumn,1964,John Ford,id_1618
Princess Yang Kwei Fei,1955,Mizoguchi Kenji,id_1619
"Deuxième Souffle, Le",1966,Jean-Pierre Melville,id_1620
They Were Expendable,1945,John Ford,id_1621
"Big Trail, The",1930,Raoul Walsh,id_1622
"Docks of New York, The",1928,Josef von Sternberg,id_1623
Shirin,2008,Abbas Kiarostami,id_1624
"cercle rouge, Le",1970,Jean-Pierre Melville,id_1625
Leaving Jerusalem by Railway,1897,Louis et Auguste Lumière,id_1626
"Cranes are Flying, The",1957,Mikhail Kalatozov,id_1627
23rd Psalm Branch,1966,Stan Brakhage,id_1628
Anatomy of a Relationship,1976,Luc Moullet/Antonietta Pizzorno,id_1629
Film Socialisme,2010,Jean-Luc Godard,id_1630
Brazil,1985,Terry Gilliam,id_1631
Mary Poppins,1964,Robert Stevenson,id_1632
Pan's Labyrinth,2006,Guillermo del Toro,id_1633
Lady Windermere's Fan,1925,Ernst Lubitsch,id_1634
"Damned, The",1969,Luchino Visconti,id_1635
Day for Night,1973,François Truffaut,id_1636
Room At The Top,1958,Jack Clayton,id_1637
Burn!,1968,Gillo Pontecorvo,id_1638
Casque d'Or,1952,Jacques Becker,id_1639
Hyenas,1992,Djibril Diop Mambéty,id_1640
Pitfall,1962,Teshigahara Hiroshi,id_1641
Starship Troopers,1997,Paul Verhoeven,id_1642
Swing Time,1936,George Stevens,id_1643
Breakfast on the grass,1987,Priit Pärn,id_1644
His Wife is a Hen,1989,Igor Kovalyov,id_1645
No End,1984,Krzysztof Kieslowski,id_1646
"Welcome, or No Trespassing",1964,Elem Klimov,id_1647
"Wrong Trousers, The",1993,Nick Park,id_1648
24 Hour Party People,2001,Michael Winterbottom,id_1649
Exiled,2006,Johnnie To,id_1650
"Manchurian Candidate, The",1962,John Frankenheimer,id_1651
"1126 Dewey Avenue, Apt. 207",,Creators unknown,id_1652
Artists and Models,1955,Frank Tashlin,id_1653
"Country Doctor, The",1909,D.W. Griffith,id_1654
Finis terrae,1929,Jean Epstein,id_1655
Outer and Inner Space,1965,Andy Warhol,id_1656
Terminator II: Judgement Day,1991,James Cameron,id_1657
To Have and Have Not,1945,Howard Hawks,id_1658
Mahal,1949,Kamal Amrohi,id_1659
Nouvelle Vague,1990,Jean-Luc Godard,id_1660
Beware of a Holy Whore,1971,Rainer Werner Fassbinder,id_1661
"Karnival Kid, The",1929,Walt Disney/Ub Iwerks,id_1662
Taking Off,1971,Milos Forman,id_1663
Ere erera baleibu icik subua aruaren,1970,José Antonio Sistiaga,id_1664
"Objective, Burma!",1945,Raoul Walsh,id_1665
Winchester '73,1950,Anthony Mann,id_1666
"Bad and the Beautiful, The",1952,Vincente Minnelli,id_1667
Black Moon,1974,Louis Malle,id_1668
Dakota,1974,Wim Verstappen,id_1669
Made in Germany and USA,1974,Rudolf Thome,id_1670
Sweeney Todd,2007,Tim Burton,id_1671
ber Uns Der Dom,,Rudolf Bamberger,id_1672
"American Friend, The",1978,Wim Wenders,id_1673
Sound and Fury,1988,Jean-Claude Brisseau,id_1674
Clouds of May,2000,Nuri Bilge Ceylan,id_1675
"Circle, The",2000,Jafar Panahi,id_1676
Faust,1926,F. W. Murnau,id_1677
Mad Max 2: The Road Warrior,1981,George Miller,id_1678
"Merry Widow, The",1925,Erich von Stroheim,id_1679
Carmen,1983,Carlos Saura,id_1680
Mississippi Burning,1988,Alan Parker,id_1681
Unfinished Piece for the Player Piano,1976,Nikita Mikhalkov,id_1682
"Dying Swan, The",,Yevgeni Bauer,id_1683
Protea,1913,Victorin-Hippolyte Jasset,id_1684
"Robber Symphony, The",1936,Friedrich Feher,id_1685
"Signora di Tutti, La",1934,Max Ophüls,id_1686
Duck You Sucker,1971,Sergio Leone,id_1687
Broadcast News,1987,James L Brooks,id_1688
Erin Brockovich,2000,Steven Soderbergh,id_1689
Land and Freedom,1995,Ken Loach,id_1690
Missing,1981,Costa-Gavras,id_1691
Salvador,1986,Oliver Stone,id_1692
Black Sun,2005,Gary Tarn,id_1693
"Clock, The",1945,Vincente Minnelli,id_1694
Moon and the Sledgehammer,1971,Philip Trevelyan,id_1695
"Amour fou, L'",1968,Jacques Rivette,id_1696
"Errand Boy, The",1961,Jerry Lewis,id_1697
Battle in Heaven,2005,Carlos Reygadas,id_1698
Puika,1986,Aivars Freimanis,id_1699
"Cruel Romance, A",1984,Eldar Ryazanov,id_1700
Dead Man,1995,Jim Jarmusch,id_1701
Drowning by Numbers,1988,Peter Greenaway,id_1702
Forrest Gump,1994,Robert Zemeckis,id_1703
Detour,1945,Edgar G. Ulmer,id_1704
Offside,2006,Jafar Panahi,id_1705
Hope,1970,Yilmaz Güney,id_1706
O Lucky Man!,1973,Lindsay Anderson,id_1707
Shirley Thompson vs The Aliens,1972,Jim Sharman,id_1708
Gallipoli,1981,Peter Weir,id_1709
Step Brothers,2008,Adam McKay,id_1710
Attenberg,2010,Athina Tsangari,id_1711
Match Point,2005,Woody Allen,id_1712
News from Home,1976,Chantal Akerman,id_1713
Interiors,1978,Woody Allen,id_1714
"Ladies Man, The",1961,Jerry Lewis,id_1715
Luna,1979,Bernardo Bertolucci,id_1716
"Cameraman, The",1928,Buster Keaton,id_1717
"Human Pyramid, The",1961,Jean Rouch,id_1718
Bleu Shut,1970,Robert Nelson,id_1719
Head,1968,Bob Rafelson,id_1720
Kitch's Last Meal,1978,Carolee Schneemann,id_1721
"Long Goodbye, The",1973,Robert Altman,id_1722
NYC Street Scenes and Noises,,Fox Movietone News,id_1723
Breakfast at Tiffany's,1961,Blake Edwards,id_1724
Bigger Than Life,1956,Nicholas Ray,id_1725
Elephant,1989,Alan Clarke,id_1726
"Trou, Le",1960,Jacques Becker,id_1727
Aspen,1991,Frederick Wiseman,id_1728
Time Indefinite,,Ross McElwee,id_1729
2 minutes 45 seconds,,William Raban,id_1730
Condition of Illusion,1975,Peter Gidal,id_1731
Kiss Me Kate,1953,George Sydney,id_1732
Roh-Film,1968,Birgit and Willhelm Hein,id_1733
TV,1967,Kurt Kren,id_1734
Little Odessa,1994,James Gray,id_1735
Bamako,2006,Abderrahmane Sissako,id_1736
Love and Duty,,Wancang Bu,id_1737
Under the Bridges,1945,Helmut Kautner,id_1738
"Vampires, Les",1915,Louis Feuillade,id_1739
Crash,1996,David Cronenberg,id_1740
Four Nights of a Dreamer,1971,Robert Bresson,id_1741
From the Notebook of…,,Robert Beavers,id_1742
"Corbeau, Le",1943,Henri-Georges Clouzot,id_1743
American Madness,1932,Frank Capra,id_1744
"Emigrants, The",1970,Jan Troell,id_1745
How a Mosquito Operates,,Winsor McCay,id_1746
Radio Days,1987,Woody Allen,id_1747
"Lorry, The",1977,Marguerite Duras,id_1748
"Photos d'Alix, Les",1980,Jean Eustache,id_1749
Streetwise,1984,Martin Bell,id_1750
12 Angry Men,1956,Sidney Lumet,id_1751
Mid-August Lunch,2008,Gianni di Gregorio,id_1752
"Bride of Glomdal, The",1925,Carl Theodor Dreyer,id_1753
Die Gezeichneten,1921,Carl Theodor Dreyer,id_1754
Michael,1924,Carl Theodor Dreyer,id_1755
"Parson's Widow, The",1920,Carl Theodor Dreyer,id_1756
They Caught the Ferry,1948,Carl Theodor Dreyer,id_1757
Two People,1945,Carl Theodor Dreyer,id_1758
Another Woman,1988,Woody Allen,id_1759
Women in Love,1969,Ken Russell,id_1760
Adieu Philippine,1962,Jacques Rozier,id_1761
Lone Star,1995,John Sayles,id_1762
Germany in Autumn,1978,"Alf Brustellin, Rainer Werner
Fassbinder, Alexander Kluge, Maximiliane Mainka, Beate
Mainka-Jellinghaus, Peter Schubert, Bernhard Sinkel, Hans Peter Cloos,
Edgar Reitz, Katja Rupé, Volker Schlöndorff",id_1763
"Great Rock and Roll Swindle, The",1979,Julian Temple,id_1764
"Hard Day's Night, A",1964,Richard Lester,id_1765
Opus I,1922,Walter Ruttmann,id_1766
Charge of the Light Brigade,1968,Tony Richardson,id_1767
"Acrobatic Sisters Dainef, The/six soeurs Dainef, Les",,Anonimous,id_1768
"Bartered Bride, The",1932,Max Ophüls,id_1769
"Misérables, Les",1912,Albert Capellani,id_1770
Tatooed Life,1965,Suzuki Seijun,id_1771
"Empire Strikes Back, The",1980,Irvin Kershner,id_1772
(nostalgia),1971,Hollis Frampton,id_1773
Death by Hanging,1968,Nagisa Oshima,id_1774
Fight Club,1999,David Fincher,id_1775
RR,2008,James Benning,id_1776
Yellow Submarine,1968,George Dunning,id_1777
"End, The",1953,Christopher Maclaine,id_1778
Palms,1994,Artur Aristakisian,id_1779
"Soldier's Prayer, A (Human Condition Trilogy Part 3)",1960,Kobayashi Masaki,id_1780
Minnie and Moskowitz,1971,John Cassavetes,id_1781
"Innocent, The",1976,Luchino Visconti,id_1782
Fétiche,1933,Wladyslaw Starewicz,id_1783
Anne and Muriel,1971,François Truffaut,id_1784
Moonfleet,1955,Fritz Lang,id_1785
"Big Parade, The",1925,King Vidor,id_1786
"Human Condition (I), The",1959,Kobayashi Masaki,id_1787
Atonement,2007,Joe Wright,id_1788
Black Swan,2010,Darren Aronofsky,id_1789
Man on Wire,2007,James Marsh,id_1790
"Most Important Thing: Love, The",1974,Andrzej Zulawski,id_1791
"Dupes, The",1972,Tawfik Saleh,id_1792
I Only Want You To Love Me,1976,Rainer Werner Fassbinder,id_1793
Dirty Harry,1971,Don Siegel,id_1794
Lift to the Scaffold,1958,Louis Malle,id_1795
Portrait of Jennie,1948,William Dieterle,id_1796
"naissance de l’amour, La",1993,Philippe Garrel,id_1797
Peter Ibbetson,1935,Henry Hathaway,id_1798
Window Water Baby Moving,1959,Stan Brakhage,id_1799
Pinocchio,1940,Ben Sharpsteen,id_1800
Goodbye Solo,2008,Ramin Bahrani,id_1801
Monster's Ball,2001,Marc Forster,id_1802
Two Legged Horse,2009,Samira Makhmalbaf,id_1803
"Unknown, The",1927,Tod Browning,id_1804
Zvenigora,1928,Aleksandr Dovzhenko,id_1805
Crumb,1994,Terry Zwigoff,id_1806
Food,1992,Jan Svankmajer,id_1807
Deep End,1970,Jerzy Skolimowski,id_1808
Deep Red,1975,Dario Argento,id_1809
Full Moon in Paris,1984,Eric Rohmer,id_1810
"Perfect World, A",1993,Clint Eastwood,id_1811
Arnulf Rainer,1960,Peter Kubelka,id_1812
Edouard et Caroline,1951,Jacques Becker,id_1813
Iguana,1988,Monte Hellman,id_1814
Our Courtyard,1957,Revas Chkheidze,id_1815
Phantom,1922,FW Murnau,id_1816
"Report, The",1977,Abbas Kiarostami,id_1817
Sakura No Daimon,1973,Misumi Kenji,id_1818
Spontaneous Combustion,1989,Tobe Hooper,id_1819
Vincere,2009,Marco Bellocchio,id_1820
Violanta,1978,Danield Schmid,id_1821
Happiness,1998,Todd Solondz,id_1822
Katzelmacher,1969,Rainer Werner Fassbinder,id_1823
Biutiful,2009,Alejandro González Iñárritu,id_1824
Banditi a Orgosolo,1961,Vittorio De Seta,id_1825
Leo the Last,1969,John Boorman,id_1826
Primate,1974,Frederick Wiseman,id_1827
Stranded in Canton,2006,William Egglestone,id_1828
Symbiopsychotaxiplasm: Take One,1967,William Greaves,id_1829
Trash Humpers,2009,Harmony Korine,id_1830
"Bigger Splash, A",1974,Jack Hazan,id_1831
Antigone,1991,Jean-Marie Straub/Danièle Huillet,id_1832
Heiligabend auf St. Pauli,,Klaus Wildenhahn,id_1833
Pigsty,1969,Pier Paolo Pasolini,id_1834
Sir Arne's Treasure,1919,Mauritz Stiller,id_1835
Student Prince In Old Heidelberg,1927,Ernst Lubitsch,id_1836
"Front Page, The",1974,Billy Wilder,id_1837
Zelig,1983,Woody Allen,id_1838
"Passion of Christ, The",2004,Mel Gibson,id_1839
"Diaboliques, Les",1955,Henri-Georges Clouzot,id_1840
"Gates of Heaven, The",1978,Errol Morris,id_1841
Anna,1972,Alberto Grifi/Massimo Sarchielli,id_1842
Behindert,1974,Stephen Dwoskin,id_1843
"Departure, The",1966,Jerzy Skolimowski,id_1844
Nuit et jour,1991,Chantal Akerman,id_1845
Commingled Containers,,Stan Brakhage,id_1846
ruption volcanique à la Martinique,1902,Georges Méliès,id_1847
Mais im Bundeshuus : Le Génie Helvétique,2003,Jean-Stéphane Bron,id_1848
Roma,1972,Federico Fellini,id_1849
"Left-Handed Woman, The",1977,Peter Handke,id_1850
Libera Me,1993,Alain Cavalier,id_1851
On Top of the Whale,1982,Raúl Ruiz,id_1852
Song and Solitude,,Nathaniel Dorsky,id_1853
"Grand Duke's Finances, The",1924,F. W. Murnau,id_1854
Independencia,,Raya Martin,id_1855
Okraïna,1933,Boris Barnet,id_1856
Porto Of My Childhood,2001,Manoel de Oliveira,id_1857
Rich and Strange,1931,Alfred Hitchcock,id_1858
Wind Across the Everglades,1958,Nicholas Ray,id_1859
Man of Aran,1934,Robert J. Flaherty,id_1860
Raise the Red Lantern,1991,Zhang Yimou,id_1861
Instructions for a Light and Sound Machine,2005,Peter Tscherkassky,id_1862
Mad Max,1979,George Miller,id_1863
"Pornographers, The",1966,Imamura Shohei,id_1864
Atanarjuat The Fast Runner,2000,Zacharias Kunuk,id_1865
Blue,1993,Derek Jarman,id_1866
"Gleaners & I, The",2000,Agnès Varda,id_1867
"Harlan County, USA",1976,Barbara Kopple,id_1868
King Lear,1970,Grigori Kozintsev,id_1869
Frankenstein Unbound,1990,Roger Corman,id_1870
Artists under the Big Top: Perplexed,1968,Alexander Kluge,id_1871
Elvira Madigan,1967,Bo Widerberg,id_1872
Epidemic,1987,Lars von Trier,id_1873
How to be Loved,1962,Wojciech Has,id_1874
"Love Affair, or the Case of the Missing Switchboard Operator",1967,Dusan Makavejev,id_1875
Ruggles of Red Gap,1935,Leo McCarey,id_1876
Sonatine,1993,Kitano Takeshi,id_1877
Great Day,1944,Lance Comfort,id_1878
Of Gods and Men,2010,Xavier Beauvois,id_1879
Miller's Crossing,1990,Joel & Ethan Coen,id_1880
"Straight Story, The",1999,David Lynch,id_1881
"aveugle de Jérusalem, L'",1908,Louis Feuillade,id_1882
"Battle of the Somme, The",1916,J.B. McDowell/Geoffrey Malins,id_1883
"Big Swallow, The",1901,James Williamson,id_1884
Free Radicals,1958,Len Lye,id_1885
"Lady of the Dugout, The",1918,W.S. Van Dyke,id_1886
Le village de Namo - Panorama pris d'une chaise à porteurs,,Gabriel Veyre,id_1887
Me at the Zoo,,Yakov Lapitsky,id_1888
Roundhay Garden Scene,1888,Louis Aimé Augustin Le Prince,id_1889
Spare Time,1939,Humphrey Jennings,id_1890
"Blood of a Poet, The",1930,Jean Cocteau,id_1891
Couch (series),1966,Andy Warhol,id_1892
Spellbound,1945,Alfred Hitchcock,id_1893
"Lady With The Little Dog, The",1960,Josif Kheifits,id_1894
Liebelei,1933,Max Ophüls,id_1895
Enter the Void,2010,Gaspar Noe,id_1896
Iracema,1976,Jorge Bodanzky/Orlando Senna,id_1897
Zabriskie Point,1970,Michelangelo Antonioni,id_1898
Assault on Precinct 13,1976,John Carpenter,id_1899
"Beguiled, The",1970,Don Siegel,id_1900
"Fly, The",1986,David Cronenberg,id_1901
Jackie Brown,1997,Quentin Tarantino,id_1902
Divorce Italian Style,1961,Pietro Germi,id_1903
"Dog's Life, A",1918,Charles Chaplin,id_1904
Don't Worry,1969,George Danelia,id_1905
Father of a Soldier,1965,Rezo Chkheidze,id_1906
In Bruges,2007,Martin McDonagh,id_1907
Fox and His Friends,1975,Rainer Werner Fassbinder,id_1908
"Ice Storm, The",1997,Ang Lee,id_1909
"Best of Youth, The",2003,Marco Tullio Giordana,id_1910
Amelie,2001,Jean-Pierre Jeunet,id_1911
"Colour of Paradise, The",1999,Majid Majidi,id_1912
Goodbye Lenin!,2003,Wolfgang Becker,id_1913
"Return, The",2003,Andrei Zvyagintsev,id_1914
Aventurera,1950,Alberto Gout,id_1915
"Last Command, The",1928,Josef von Sternberg,id_1916
"Baby and the Battleship, The",1956,Jay Lewis,id_1917
"Bidone, Il",1955,Federico Fellini,id_1918
Bob le flambeur,1956,Jean-Pierre Melville,id_1919
Dry Rot,1956,Maurice Elvey,id_1920
High Society,1956,Charles Walters,id_1921
Reach for the Sky,1956,Lewis Gilbert,id_1922
"Assasination of Jesse James by the Coward Robert Ford, The",2007,Andrew Dominik,id_1923
"Fall, The",1969,Peter Whitehead,id_1924
Ferris Bueller's Day Off,1986,John Hughes,id_1925
"Go-Between, The",1971,Joseph Losey,id_1926
Faraon,1965,Jerzy Kawalerowicz,id_1927
"Strange Case of Angelica, The",2010,Manoel de Oliveira,id_1928
"Cook, The Thief, His Wife & Her Lover, The",1989,Peter Greenaway,id_1929
Merry Christmas Mr Lawrence,1982,Oshima Nagisa,id_1930
Trilogy: The Weeping Meadow,2004,Theodoros Angelopoulos,id_1931
"Time that Remains, The",2009,Elia Suleiman,id_1932
Dialogue with a Woman Departed,1980,Leo T. Hurwitz,id_1933
"Ditch, The",,Wang Bing,id_1934
Einleitung zu Arnold Schönbergs “Begleitmusik zu einer Lichtspielscene/Introduction to Arnold Schoenberg's Accompaniment to a Cinematic Scene,1972,Jean-Marie Straub/Danièle Huillet,id_1935
Gebet für die Linke,,Reni Mertens & Walter Marti,id_1936
Jom,1981,Ababacar Samb-Makharam,id_1937
Níhóngdēng xià de shàobīng,1964,Wáng Píng,id_1938
Outrage,1950,Ida Lupino,id_1939
Rabočij poselok,1965,Vladimir Vengerov,id_1940
"Year Long Road, The",1958,Giuseppe De Santis,id_1941
Back Against the Wall,2001,James Fotopoulos,id_1942
"Colour Box, A",1935,Len Lye,id_1943
"Lodger, The",,Alfred Hitchcock,id_1944
Maurice,1987,James Ivory,id_1945
Velvet Goldmine,1998,Todd Haynes,id_1946
Fireworks,1997,Kitano Takeshi,id_1947
"Boot, Das",1984,Wolfgang Petersen,id_1948
Hotel Du Nord,1938,Marcel Carné,id_1949
"Man on the Roof, The",1976,Bo Widerberg,id_1950
Margot at the Wedding,2007,Noah Baumbach,id_1951
"Swedish Love Story, A",1970,Roy Andersson,id_1952
Fuses,1966,Carolee Schneemann,id_1953
Winstanley,1975,Kevin Brownlow,id_1954
"Day I Became a Woman, The",2000,Marzieh Meshini,id_1955
Sweetie,1989,Jane Campion,id_1956
Vagabond,1985,Agnès Varda,id_1957
Marie Antoinette,2005,Sofia Coppola,id_1958
Snow,1963,Geoffrey Jones,id_1959
"Browning Version, The",1951,Anthony Asquith,id_1960
"Caretaker, The",1963,Clive Donner,id_1961
Ladybird Ladybird,1994,Ken Loach,id_1962
Straits of Love and Hate (Aien Kyo),1937,Mizoguchi Kenji,id_1963
"Lady from Shanghai, The",1947,Orson Welles,id_1964
"Big Red One, The",1980,Samuel Fuller,id_1965
"Capitaine Fracasse, Le",1942,Abel Gance,id_1966
Picnic on the Grass,1959,Jean Renoir,id_1967
Saint Joan,1957,Otto Preminger,id_1968
Time Without Pity,1957,Joseph Losey,id_1969
Cleo from 5 to 7,1962,Agnès Varda,id_1970
We Need To Talk About Kevin,2011,Lynne Ramsay,id_1971
Man in the White Suit,1951,Alexander Mackendrick,id_1972
Memento,2000,Christopher Nolan,id_1973
"Usual Suspects, The",1995,Bryan Singer,id_1974
Faszinierendes Puppenhaus,,Uli Versum,id_1975
"Girl Chewing Gum, The",1976,John Smith,id_1976
Golfball - Ode to IBM,,Mara Mattuschka,id_1977
Stadt in Flammen,1984,Schmelzdahin,id_1978
Standard Gauge,1985,Morgan Fisher,id_1979
Weather Diary 3,,George Kuchar,id_1980
Time Out,2001,Laurent Cantet,id_1981
Andaaz,1949,Mehboob Khan,id_1982
Awaara,1951,Raj Kapoor,id_1983
Devdas,1955,Bimal Roy,id_1984
Hearts and Minds,1974,Peter Davis,id_1985
Sandow,,William K.L. Dickson,id_1986
"Heaven Knows, Mr. Allison",1957,John Huston,id_1987
Love,1971,Karoly Makk,id_1988
"White Hunter, Black Heart",1990,Clint Eastwood,id_1989
Body and Soul,1947,Robert Rossen,id_1990
David and Lisa,1962,Frank Perry,id_1991
Dossier 51,1978,Michel Deville,id_1992
Hud,1962,Martin Ritt,id_1993
Rachel Rachel,1968,Paul Newman,id_1994
"Haine, La",1995,Mathieu Kassovitz,id_1995
Monsoon Wedding,2001,Mira Nair,id_1996
To Sleep with Anger,1990,Charles Burnett,id_1997
Variety,1983,Bette Gordon,id_1998
All Watched Over by Machines of Loving Grace,2011,Adam Curtis,id_1999
All the President's Men,1976,Alan J Pakula,id_2000
Anvil: The Story of Anvil,2008,Sacha Gervasi,id_2001
Before Sunset,2004,Richard Linklater,id_2002
Mademoiselle Chambon,2009,Stéphane Brizé,id_2003
Metallica: Some Kind of Monster,2004,"Joe Berlinger, Bruce Sinofsky",id_2004
Mystery Train,1989,Jim Jarmusch,id_2005
Stop Making Sense,1984,Jonathan Demme,id_2006
Benilde or the Virgin Mother,1975,Manoel de Oliveira,id_2007
"Black Rose is an Emblem of Sorrow, Red Rose is an Emblem of Love",1990,Sergei Solovyov,id_2008
Pered sudom istorii,1965,Fridrikh Ermler,id_2009
"Reign of Naples, The",1979,Werner Schroeter,id_2010
Dreams,1990,Kurosawa Akira,id_2011
Strangers on a Train,1951,Alfred Hitchcock,id_2012
Let's Scare Jessica to Death,1971,John D Hancock,id_2013
How Tasty Was My Little Frenchman,1971,Nelson Pereira dos Santos,id_2014
Cool Hand Luke,1967,Stuart Rosenberg,id_2015
Fletch,1985,Michael Ritchie,id_2016
Bluebeard's Eighth Wife,1938,Ernst Lubitsch,id_2017
"Martha, Macy, May, Marlene",2011,Sean Durkin,id_2018
Nine and a Half Weeks,1985,Adrian Lyne,id_2019
Balzac and The Little Chinese Seamstress,2002,Sijie Dai,id_2020
"King's Speech, The",2010,Tom Hooper,id_2021
"Bête Humaine, La",1938,Jean Renoir,id_2022
Angst,1983,Gerald Kargl,id_2023
Aaja Nachle,2007,Anil Mehta,id_2024
"Bride Wore Black, The",1967,François Truffaut,id_2025
Falbalas/Paris Frills,1945,Jacques Becker,id_2026
Jesus of Montreal,1989,Denys Arcand,id_2027
Merci pour le chocolat,2000,Claude Chabrol,id_2028
"Mission, The",1986,Roland Joffé,id_2029
"Mad Fox, The",1962,Tomu Uchida,id_2030
Sanrizuka: Heta Village,1971,Ogawa Shinsuke,id_2031
Buena Vista Social Club,1999,Wim Wenders,id_2032
Crash,2004,Paul Haggis,id_2033
Trishna,2011,Michael Winterbottom,id_2034
Dogra Magra,1988,Toshio Matsumoto,id_2035
Eros Plus Massacre,1969,Yoshishige Yoshida,id_2036
Magino Village: A Tale,1987,Ogawa Shinsuke,id_2037
Mysterious Object at Noon,2000,Apichatpong Weerasethakul,id_2038
"Song Lantern, The",1943,Naruse Mikio,id_2039
"Last Metro, The",1979,François Truffaut,id_2040
Under the Volcano,1984,John Huston,id_2041
"Music Box, The",1932,James Parrot,id_2042
Acts of the Apostles,,Roberto Rossellini,id_2043
"Thousand Eyes of Dr Mabuse, The",1960,Fritz Lang,id_2044
"Himmler Project, The",2000,Romuald Karmakar,id_2045
Slow Summer,1976,John Cook,id_2046
Rififi,1965,Jules Dassin,id_2047
"Act of Seeing with One's Own Eyes, The",1971,Stan Brakhage,id_2048
David Holzman's Diary,1968,Jim McBride,id_2049
Reassemblange,,T. Minh-ha Trinh,id_2050
"Rubios, Los",2003,Albertina Carri,id_2051
New Babylon,1929,Grigori Kozintsev/Leonid Trauberg,id_2052
Time Bandits,1981,Terry Gilliam,id_2053
"Forest for the Trees, The",2003,Maren Ade,id_2054
"New York Ripper, The",1982,Lucio Fulci,id_2055
Rocky Horror Picture Show,1975,Jim Sharman,id_2056
"Serbian Film, A",2010,Srdjan Spasojevic,id_2057
"Shawshank Redemption, The",1994,Frank Darabont,id_2058
"Ground, The",2002,Robert Beavers,id_2059
"Autobiography of Nicolae Ceausescu, The",2010,Andrei Ujica,id_2060
Fertile Memory,1980,Michael Khleifi,id_2061
Profit Motive And The Whispering Wind,2008,John Gianvito,id_2062
Route One,,Robert Kramer,id_2063
35 Shots of Rum,2008,Claire Denis,id_2064
"Ear, The",1969,Karel Kachyna,id_2065
We Won't Grow Old Together,1972,Maurice Pialat,id_2066
Showgirls,1995,Paul Verhoeven,id_2067
"Trial of Joan of Arc, The",1962,Robert Bresson,id_2068
Café Lumiere,2003,Hsiao-hsien Hou,id_2069
Pasazerka,1963,Andrzej Munk/Witold Lesiewicz,id_2070
Did Wolff von Amerongen Commit Bankruptcy Offenses?,,Gerhard Friedl,id_2071
"Guns, The",1964,Ruy Guerra,id_2072
Summer with Monika,1955,Ingmar Bergman,id_2073
Barking Dogs Never Bite,2000,Bong Joon-ho,id_2074
Suture,1994,Scott McGehee/David Siegel,id_2075
"Taste of Tea, The",2004,Katsuhito Ishii,id_2076
Duel,1971,Steven Spielberg,id_2077
Nelly et Monsieur Arnaud,1995,Claude Sautet,id_2078
"You, The Living",2007,Roy Andersson,id_2079
White Nights,1957,Luchino Visconti,id_2080
"Battle of Chile, The",1975,Patricio Guzmán,id_2081
"Wrong Man, The",1956,Alfred Hitchcock,id_2082
Blaise Pascal,1972,Roberto Rossellini,id_2083
Innocence unprotected,1968,Dusan Makavejev,id_2084
Certified Copy,2009,Abbas Kiarostami,id_2085
"Funeral, The",1996,Abel Ferrara,id_2086
It's a Gift,1934,Norman Z McLeod,id_2087
"New Leaf, A",1970,Elaine May,id_2088
Trans Europ Express,1966,Alain Robbe-Grillet,id_2089
Trash,1970,Andy Warhol,id_2090
Adventures of Buckaroo Banzai Across the 8th Dimension,1984,WD Richter,id_2091
Extraordinary Adventures of Mr West in the Land of the Bolsheviks,1924,Lev Kuleshov,id_2092
Manderlay,2005,Lars von Trier,id_2093
Three Songs About Lenin,1934,Dziga Vertov,id_2094
Kill Bill,2003,Quentin Tarantino,id_2095
"Cool World, The",1963,Shirley Clarke,id_2096
Dr Jekyll and Mr Hyde,1931,Rouben Mamoulian,id_2097
Eat the Document,1972,Bob Dylan/D.A. Pennebaker,id_2098
Germany Year 90 Nine Zero,,Jean-Luc Godard,id_2099
"Giant, The",1982,Michael Klier,id_2100
"Time for Dying, A",1969,Budd Boetticher,id_2101
White of the Eye,1986,Donald Cammell,id_2102
Workers Leaving the Factory Gate,1895,Louis et Auguste Lumière,id_2103
Wuthering Heights,1954,Luis Buñuel,id_2104
Ringu,1997,Hideo Nakata,id_2105
Century of Birthing,,Lav Díaz,id_2106
I Knew Her Well,1965,Antonio Pietrangeli,id_2107
"Pont du Nord, Le",1982,Jacques Rivette,id_2108
Renaissance,1963,Walerian Borowczyk,id_2109
"Bowery, The",1933,Raoul Walsh,id_2110
Kino Pravda,1922,Dziga Vertov,id_2111
Presents,1981,Michael Snow,id_2112
Macunaima/Jungle Freaks,1969,Joaquim Pedro de Andrade,id_2113
"Marseillaise, La",1937,Jean Renoir,id_2114
Phase IV,1974,Saul Bass,id_2115
Foolish Wives,1922,Erich von Stroheim,id_2116
Mysteries of Lisbon,2010,Raúl Ruiz,id_2117
Appunti su un fatto di cronaca,1951,Luchino Visconti,id_2118
Cycling Chronicles: Landscape the Boy Saw,,Wakamatsu Koji,id_2119
Foreign Correspondent,1940,Alfred Hitchcock,id_2120
"Girl with the Dragon Tattoo, The",2011,David Fincher,id_2121
Man with No Name,,Wang Bing,id_2122
