movie,year,director,movie_link,total_score,critic_score,director_score,french_voters_score
"Housemaid, The",1960.0,Kim Ki-young,https://www.bfi.org.uk/films-tv-people/4ce2b813f0066,2,1.0,1.0,
Million Dollar Baby,2004.0,Clint Eastwood,https://www.bfi.org.uk/films-tv-people/4ce2b8a8d0785,2,2.0,,
A.I. Artificial Intelligence,2001.0,Steven Spielberg,https://www.bfi.org.uk/films-tv-people/4ce2b850c45d7,3,3.0,,
"Crime of Monsieur Lange, The",1935.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6a81dd72,7,5.0,2.0,
In the City of Sylvia,2007.0,José Luis Guerín,https://www.bfi.org.uk/films-tv-people/4ce2b8c554823,3,2.0,1.0,
Opera Jawa,2006.0,Garin Nugroho,https://www.bfi.org.uk/films-tv-people/4ce2b8bfd353b,1,1.0,,
Profound Desires of the Gods,1968.0,Imamura Shohei,https://www.bfi.org.uk/films-tv-people/4ce2b7337233b,1,1.0,,
Amsterdam Global Village,1996.0,Johan van der Keuken,https://www.bfi.org.uk/films-tv-people/4ce2b7e2d4f05,1,1.0,,
Grave of the Fireflies,1988.0,Isao Takahata,https://www.bfi.org.uk/films-tv-people/4ce2b7c0baf13,2,2.0,,
Some Came Running,1958.0,Vincente Minnelli,https://www.bfi.org.uk/films-tv-people/4ce2b6b6609e9,4,4.0,,1.0
Dragon Gate Inn,1966.0,King Hu,https://www.bfi.org.uk/films-tv-people/4ce2b73d1bb3f,1,,1.0,
Inception,2010.0,Christopher Nolan,https://www.bfi.org.uk/films-tv-people/4ce2b8d884d20,1,,1.0,
Querelle,1982.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b75e31939,2,,2.0,
"Departed, The",2006.0,Martin Scorsese,https://www.bfi.org.uk/films-tv-people/4ce2b8b2e6fc9,1,1.0,,
"Purple Rose of Cairo, The",1985.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b6c2df83e,5,5.0,,
Life and Nothing More,1992.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b7bbabcaf,1,1.0,,
Spring in a Small Town,1948.0,Fei Mu,https://www.bfi.org.uk/films-tv-people/4ce2b78d95bbe,16,13.0,3.0,
Short Cuts,1993.0,Robert Altman,https://www.bfi.org.uk/films-tv-people/4ce2b7be990ee,5,4.0,1.0,
"Emperor of the Mughals, The",1960.0,K. Asif,https://www.bfi.org.uk/films-tv-people/4ce2b749e8ee3,1,,1.0,
Mother India,1957.0,Mehboob Khan,https://www.bfi.org.uk/films-tv-people/4ce2b747d6ee5,2,1.0,1.0,
Pyaasa,1957.0,Guru Dutt,https://www.bfi.org.uk/films-tv-people/4ce2b75db6ba9,8,6.0,2.0,
"?' Motorist, The",1906.0,Robert Paul,https://www.bfi.org.uk/films-tv-people/4ce2b6bf7225c,1,1.0,,
"Diary for Timothy, A",1946.0,Humphrey Jennings,https://www.bfi.org.uk/films-tv-people/4ce2b69ed04b6,2,2.0,,
Rainbow Dance,1936.0,Len Lye,https://www.bfi.org.uk/films-tv-people/4ce2b69c49e09,1,1.0,,
Floating Clouds,1955.0,Naruse Mikio,https://www.bfi.org.uk/films-tv-people/4ce2b6b94f5ad,10,8.0,2.0,1.0
Ministry of Fear,1943.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6b07b41a,1,1.0,,
"Patsy, The",1964.0,Jerry Lewis,https://www.bfi.org.uk/films-tv-people/4ce2b6b2b861d,2,2.0,,
Pulse,2001.0,Kiyoshi Kurosawa,https://www.bfi.org.uk/films-tv-people/4ce2b865de59b,1,1.0,,
"Age of Innocence, The",1993.0,Martin Scorsese,https://www.bfi.org.uk/films-tv-people/4ce2b7bebd5ca,1,1.0,,
Eternal Sunshine of the Spotless Mind,2004.0,Michel Gondry,https://www.bfi.org.uk/films-tv-people/4ce2b8a02e9bd,5,4.0,1.0,
Arrebato,1979.0,Iván Zulueta,https://www.bfi.org.uk/films-tv-people/4ce2b6ee3f46d,4,3.0,1.0,
God's Comedy,1995.0,João César Monteiro,https://www.bfi.org.uk/films-tv-people/4ce2b7e1e2c7f,2,1.0,1.0,
Gummo,1997.0,Harmony Korine,https://www.bfi.org.uk/films-tv-people/4ce2b808c3e5d,5,3.0,2.0,
Supervixens,1975.0,Russ Meyer,https://www.bfi.org.uk/films-tv-people/4ce2b6bfba5ca,1,1.0,,
Casanova,1976.0,Federico Fellini,https://www.bfi.org.uk/films-tv-people/4ce2b6bc85eae,1,1.0,,1.0
Salvatore Giuliano,1962.0,Francesco Rosi,https://www.bfi.org.uk/films-tv-people/4ce2b6b4ef7fb,6,5.0,1.0,1.0
"Too Early, Too Late",1982.0,Jean-Marie Straub/Danièle Huillet,https://www.bfi.org.uk/films-tv-people/4ce2b77d44c3f,3,3.0,,
"ville des pirates, La",1984.0,Raúl Ruiz,https://www.bfi.org.uk/films-tv-people/4ce2b784279c3,2,2.0,,
"Way Things Go, The",1987.0,Peter Fischli/David Weiss,https://www.bfi.org.uk/films-tv-people/4ce2b7a40e14b,2,2.0,,
Alice,1988.0,Jan Svankmajer,https://www.bfi.org.uk/films-tv-people/4ce2b79c18343,3,3.0,,
Arabian Nights,1974.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b717f10d3,3,1.0,2.0,1.0
Nosferatu,1922.0,F. W. Murnau,https://www.bfi.org.uk/films-tv-people/4ce2b74e11d41,16,14.0,2.0,
"Last Movie, The",1971.0,Dennis Hopper,https://www.bfi.org.uk/films-tv-people/4ce2b7378be4e,2,,2.0,
Week End,1967.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b6ba5932a,6,4.0,2.0,1.0
Chushingura,1962.0,Inagaki Hiroshi ,https://www.bfi.org.uk/films-tv-people/4ce2b6a798cfe,1,1.0,,
Fast Times at Ridgemont High,1982.0,Amy Heckerling,https://www.bfi.org.uk/films-tv-people/4ce2b6943bc4f,1,1.0,,
Office Space,1999.0,Mike Judge,https://www.bfi.org.uk/films-tv-people/4ce2b8142b46f,1,1.0,,
Three Days of the Condor,1975.0,Sydney Pollack,https://www.bfi.org.uk/films-tv-people/4ce2b6b843d1d,1,1.0,,
Top Hat,1935.0,Mark Sandrich,https://www.bfi.org.uk/films-tv-people/4ce2b6b8ab56a,4,3.0,1.0,
Back to the Future,1985.0,Robert Zemeckis,https://www.bfi.org.uk/films-tv-people/4ce2b6f0f169d,4,3.0,1.0,
Harakiri,1962.0,Kobayashi Masaki,https://www.bfi.org.uk/films-tv-people/4ce2b6b578412,4,4.0,,
"Vacances de M. Hulot, Les",1953.0,Jacques Tati,https://www.bfi.org.uk/films-tv-people/4ce2b6b999bde,4,2.0,2.0,
Stardust Memories,1980.0,Woody Allen,https://www.bfi.org.uk/films-tv-people/4ce2b6bf3bebc,3,2.0,1.0,
"Executioner, The",1963.0,Luis García Berlanga,https://www.bfi.org.uk/films-tv-people/4ce2b6b9c2a9c,6,2.0,4.0,
Los Olvidados,1950.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6b209ea3,8,,8.0,
Dream Street,1921.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6bbaaab3,1,1.0,,
Gion Festival,1953.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6ab17012,1,1.0,,
"Moment of Innocence, A",1995.0,Mohsen Makhmalbaf,https://www.bfi.org.uk/films-tv-people/4ce2b7fa53d9d,7,7.0,,
Muriel,1963.0,Alain Resnais,https://www.bfi.org.uk/films-tv-people/4ce2b6b0f3909,6,4.0,2.0,1.0
Ten Days' Wonder,1971.0,Claude Chabrol,https://www.bfi.org.uk/films-tv-people/4ce2b6a898b53,1,1.0,,
Gimme Shelter,1970.0,Albert Maysles/David Maysles/Charlotte Zwerin,https://www.bfi.org.uk/films-tv-people/4ce2b6ab152c5,4,4.0,,
Portrait of Jason,1967.0,Shirley Clarke,https://www.bfi.org.uk/films-tv-people/4ce2b6b34cdda,4,4.0,,
"Thin Blue Line, The",1989.0,Errol Morris,https://www.bfi.org.uk/films-tv-people/4ce2b799d35c1,11,7.0,4.0,
Becky Sharp,1935.0,Rouben Mamoulian,https://www.bfi.org.uk/films-tv-people/4ce2b6a4e46d5,1,1.0,,
"Prophet, A",2009.0,Jacques Audiard,https://www.bfi.org.uk/films-tv-people/4ce2b8d4c7c64,2,1.0,1.0,
"Trip to the Moon, A",1902.0,Georges Méliès,https://www.bfi.org.uk/films-tv-people/4ce2b6a453c5b,11,10.0,1.0,
William Shakespeare's Romeo+Juliet,1996.0,Baz Luhrmann,https://www.bfi.org.uk/films-tv-people/4ce2b7e649d1e,1,1.0,,
"Battle of Chile: Part 2, The",1976.0,Patricio Guzmán,https://www.bfi.org.uk/films-tv-people/4ce2b6d500444,1,1.0,,
Don't Look Back,1967.0,D.A. Pennebaker,https://www.bfi.org.uk/films-tv-people/4ce2b69f2a88f,5,5.0,,
Lessons of Darkness,1992.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b7bb4b449,1,1.0,,
"Sorrow and the Pity, The",1969.0,Marcel Ophüls,https://www.bfi.org.uk/films-tv-people/4ce2b6fe560c7,6,5.0,1.0,
Titicut Follies,1967.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b779c2a6f,3,1.0,2.0,
I Vitelloni,1953.0,Federico Fellini,https://www.bfi.org.uk/films-tv-people/4ce2b6ba017c2,4,2.0,2.0,
"King of Comedy, The",1983.0,Martin Scorsese,https://www.bfi.org.uk/films-tv-people/4ce2b73474f39,7,5.0,2.0,
Yojimbo,1961.0,Akira Kurosawa,https://www.bfi.org.uk/films-tv-people/4ce2b6bb57fdc,3,1.0,2.0,
"Amour existe, L'",1960.0,Maurice Pialat,https://www.bfi.org.uk/films-tv-people/4ce2b6ebc29c0,1,1.0,,
Colossal Youth,2006.0,Pedro Costa,https://www.bfi.org.uk/films-tv-people/4ce2b8bc5e3ad,9,7.0,2.0,
D'est,1993.0,Chantal Akerman,https://www.bfi.org.uk/films-tv-people/4ce2b7cd64dac,4,2.0,2.0,1.0
Harvest 3000,1974.0,Haile Gerima,https://www.bfi.org.uk/films-tv-people/4ce2b6b0841bd,1,1.0,,
Pastoral Hide and Seek,1974.0,Terayama Shuji,https://www.bfi.org.uk/films-tv-people/4ce2b6a8a74c7,1,1.0,,
"pont des arts, Le",2004.0,Eugène Green,https://www.bfi.org.uk/films-tv-people/4ce2b8aa72854,2,2.0,,
Separation,1967.0,Jack Bond,https://www.bfi.org.uk/films-tv-people/4ce2b6baa4ce2,1,1.0,,
WALL-E,2008.0,Andrew Stanton,https://www.bfi.org.uk/films-tv-people/4ce2b8c558b63,8,8.0,,
Advise and Consent,1962.0,Otto Preminger,https://www.bfi.org.uk/films-tv-people/4ce2b6c036bcb,1,1.0,,
Isn't Life Wonderful,1924.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6bbaed7c,2,2.0,,
"Mortal Storm, The",1940.0,Frank Borzage,https://www.bfi.org.uk/films-tv-people/4ce2b6b0ccaac,3,3.0,,
Tales of the Taira Clan,1955.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6b5b83b7,1,1.0,,
"Testament Du Dr. Cordelier, Le",1961.0,Jean Renoir,https://www.bfi.org.uk/films-tv-people/4ce2b6b7e4e90,1,1.0,,
"Wings of Eagles, The",1956.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6bae586b,3,3.0,,
"One, Two, Three",1961.0,Billy Wilder,https://www.bfi.org.uk/films-tv-people/4ce2b6b2286ba,3,1.0,2.0,
Beau Travail,1998.0,Claire Denis,https://www.bfi.org.uk/films-tv-people/4ce2b8203c690,28,21.0,7.0,
Import/Export,2007.0,Ulrich Seidl,https://www.bfi.org.uk/films-tv-people/4ce2b8c344b99,1,1.0,,
Onibaba,1964.0,Shindo Kaneto ,https://www.bfi.org.uk/films-tv-people/4ce2b6b22d32c,1,1.0,,
"Phantom of Liberty, The",1974.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6a9d6f74,4,2.0,2.0,
"Autumn Afternoon, An",1962.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6b4f1afc,8,7.0,1.0,1.0
Lousiana Story,1948.0,Robert J. Flaherty,https://www.bfi.org.uk/films-tv-people/4ce2b6af3544c,2,2.0,,
Traffic,1971.0,Jacques Tati,https://www.bfi.org.uk/films-tv-people/4ce2b6b8ca597,2,2.0,,
Young Mr Lincoln,1939.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6bb6c6eb,6,5.0,1.0,1.0
"House is Black, The",1962.0,Forough Farrokhzad,https://www.bfi.org.uk/films-tv-people/4ce2b6be331c6,9,7.0,2.0,
"Insect Woman, The",1963.0,Imamura Shohei,https://www.bfi.org.uk/films-tv-people/4ce2b6b195e96,3,2.0,1.0,
Kaagaz Ke Phool,1959.0,Guru Dutt,https://www.bfi.org.uk/films-tv-people/4ce2b73342124,3,3.0,,1.0
Minamata: The Victims and their World,1972.0,Tsuchimoto Noriaki,https://www.bfi.org.uk/films-tv-people/4ce2b6a2991ce,4,4.0,,
Days of the Eclipse,1988.0,Aleksandr Sokurov,https://www.bfi.org.uk/films-tv-people/4ce2b79cce368,1,1.0,,
Gate of Flesh,1964.0,Suzuki Seijun,https://www.bfi.org.uk/films-tv-people/4ce2b6b190740,1,1.0,,
"Idiots, The",1998.0,Lars von Trier,https://www.bfi.org.uk/films-tv-people/4ce2b80cbfed8,7,4.0,3.0,
"Palm Beach Story, The",1942.0,Preston Sturges,https://www.bfi.org.uk/films-tv-people/4ce2b6b28404d,3,3.0,,
Women of the Night,1948.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6bb5aee6,1,,1.0,
Come and Go,2003.0,João César Monteiro,https://www.bfi.org.uk/films-tv-people/4ce2b88779e05,2,1.0,1.0,
"Femmes, Femmes",1974.0,Paul Vecchiali,https://www.bfi.org.uk/films-tv-people/4ce2b716cf7f7,2,2.0,,
"Great Madcap, The",1949.0,Luis Buñuel,https://www.bfi.org.uk/films-tv-people/4ce2b6ab6c605,1,1.0,,
Portrait of Madame Yuki,1950.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6bb7b151,1,1.0,,
"Scarecrow, The",1973.0,Jerry Schatzberg,https://www.bfi.org.uk/films-tv-people/4ce2b6b5227c9,1,,1.0,
Broken Blossoms,1919.0,D.W. Griffith,https://www.bfi.org.uk/films-tv-people/4ce2b6f95cd00,6,5.0,1.0,
"Naked Kiss, The",1964.0,Samuel Fuller,https://www.bfi.org.uk/films-tv-people/4ce2b6b136a37,1,1.0,,
"Plaisir, Le",1951.0,Max Ophüls,https://www.bfi.org.uk/films-tv-people/4ce2b6b323459,7,5.0,2.0,1.0
Scorpio Rising,1964.0,Kenneth Anger,https://www.bfi.org.uk/films-tv-people/4ce2b6b53e6c0,6,5.0,1.0,1.0
Ivan's Childhood,1962.0,Andrei Tarkovsky,https://www.bfi.org.uk/films-tv-people/4ce2b6ad68d94,9,6.0,3.0,
"Miracle Worker, The",1962.0,Arthur Penn,https://www.bfi.org.uk/films-tv-people/4ce2b6b081e8d,1,1.0,,
Shoot the Pianist,1960.0,François Truffaut,https://www.bfi.org.uk/films-tv-people/4ce2b6b88375b,4,4.0,,
Stolen Children,1992.0,Gianni Amelio,https://www.bfi.org.uk/films-tv-people/4ce2b7b18777a,1,1.0,,
Sundays and Cybèle,1962.0,Serge Bourguignon,https://www.bfi.org.uk/films-tv-people/4ce2b6a8dce9c,2,1.0,1.0,
Closely Observed Trains,1966.0,Jiří Menzel,https://www.bfi.org.uk/films-tv-people/4ce2b6b253b86,6,5.0,1.0,
Infernal Affairs,2002.0,Andrew Lau/Alan Mak,https://www.bfi.org.uk/films-tv-people/4ce2b8896ce21,1,1.0,,
Mothlight,1963.0,Stan Brakhage,https://www.bfi.org.uk/films-tv-people/4ce2b6b0d6787,5,3.0,2.0,
Princess Mononoke,1997.0,Miyazaki Hayao,https://www.bfi.org.uk/films-tv-people/4ce2b806b10cc,4,4.0,,
Uzak/Distant,2003.0,Nuri Bilge Ceylan,https://www.bfi.org.uk/films-tv-people/4ce2b8949cd20,4,3.0,1.0,
Assumption,1997.0,Peter Gidal,https://www.bfi.org.uk/films-tv-people/4ce2b82626437,1,1.0,,
Bliss,1967.0,Gregory J. Markopoulos,https://www.bfi.org.uk/films-tv-people/4ce2b6c388789,1,1.0,,
Dimensions of Dialogue,1982.0,Jan Svankmajer,https://www.bfi.org.uk/films-tv-people/4ce2b749c5580,2,2.0,,
Place of Work & Tailpiece,1976.0,Margaret Tait,https://www.bfi.org.uk/films-tv-people/4ce2b6d9a301e,1,1.0,,
Screen Tests,1965.0,Andy Warhol,https://www.bfi.org.uk/films-tv-people/4ce2b6b542fa8,2,2.0,,
Trade Tattoo,1937.0,Len Lye,https://www.bfi.org.uk/films-tv-people/4ce2b69d3cf18,2,2.0,,
Poetry,2010.0,Lee Chang-dong,https://www.bfi.org.uk/films-tv-people/4ce2b8de19d82,1,1.0,,
Surviving Life (Theory and Practice),2010.0,Jan Svankmajer,https://www.bfi.org.uk/films-tv-people/4de8953ecb64f,1,1.0,,
Whispering Pages,1993.0,Aleksandr Sokurov,https://www.bfi.org.uk/films-tv-people/4ce2b7d9d6408,1,1.0,,
"Wind Will Carry Us, The",1999.0,Abbas Kiarostami,https://www.bfi.org.uk/films-tv-people/4ce2b835b92be,8,7.0,1.0,
Unforgiven,1992.0,Clint Eastwood,https://www.bfi.org.uk/films-tv-people/4ce2b7b637749,4,2.0,2.0,
Blood Simple,1983.0,Joel & Ethan Coen,https://www.bfi.org.uk/films-tv-people/4ce2b69acae35,1,1.0,,
"Star is Born, A",1954.0,George Cukor,https://www.bfi.org.uk/films-tv-people/4ce2b6b7332ae,4,3.0,1.0,1.0
Woman of the Dunes,1964.0,Teshigahara Hiroshi,https://www.bfi.org.uk/films-tv-people/4ce2b6b6f1d17,6,2.0,4.0,
"Feu follet, Le",1963.0,Louis Malle,https://www.bfi.org.uk/films-tv-people/4ce2b71716c23,1,1.0,,
My Man Godfrey,1936.0,Gregory La Cava,https://www.bfi.org.uk/films-tv-people/4ce2b6b117ad3,2,2.0,,
Late Autumn,1960.0,Ozu Yasujirô ,https://www.bfi.org.uk/films-tv-people/4ce2b6a5d3dbf,2,2.0,,
Report,1986.0,Bruce Conner,https://www.bfi.org.uk/films-tv-people/4ce2b760e743a,3,2.0,1.0,
Accattone,1961.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b6bfaa639,3,1.0,2.0,
"Big Heat, The",1953.0,Fritz Lang,https://www.bfi.org.uk/films-tv-people/4ce2b6a516edb,4,2.0,2.0,1.0
Dodeskaden,1970.0,Akira Kurosawa,https://www.bfi.org.uk/films-tv-people/4ce2b6a90859f,4,2.0,2.0,
Loulou,1980.0,Maurice Pialat,https://www.bfi.org.uk/films-tv-people/4ce2b73c0c153,1,,1.0,
Street of Shame,1956.0,Mizoguchi Kenji,https://www.bfi.org.uk/films-tv-people/4ce2b6a5ccbd7,2,1.0,1.0,
Little Stabs at Happiness,1963.0,Ken Jacobs,https://www.bfi.org.uk/films-tv-people/4ce2b739e9745,3,3.0,,
Day of Wrath,1943.0,Carl Theodor Dreyer,https://www.bfi.org.uk/films-tv-people/4ce2b6ba1935d,12,9.0,3.0,1.0
Great Expectations,1946.0,David Lean,https://www.bfi.org.uk/films-tv-people/4ce2b6ab7c97b,3,2.0,1.0,
"Happiest Days of Your Life, The",1950.0,Frank Launder,https://www.bfi.org.uk/films-tv-people/4ce2b6abcb1ac,1,,1.0,
Victim,1961.0,Basil Dearden,https://www.bfi.org.uk/films-tv-people/4ce2b6b9d4cce,1,,1.0,
Young at Heart,1955.0,Gordon Douglas,https://www.bfi.org.uk/films-tv-people/4ce2b6956f901,1,,1.0,
"Tree Grows in Brooklyn, A",1945.0,Elia Kazan,https://www.bfi.org.uk/films-tv-people/4ce2b77b947f0,1,,1.0,
Chelsea Girls,1966.0,Andy Warhol/Paul Morrissey,https://www.bfi.org.uk/films-tv-people/4ce2b6a776274,9,8.0,1.0,
"Seashell and the Clergyman, The",1928.0,Germaine Dulac,https://www.bfi.org.uk/films-tv-people/4ce2b6a7efa09,1,1.0,,
Peeping Tom,1960.0,Michael Powell,https://www.bfi.org.uk/films-tv-people/4ce2b6b2c5f5a,4,1.0,3.0,
1900,1976.0,Bernardo Bertolucci,https://www.bfi.org.uk/films-tv-people/4ce2b6b1c40de,4,1.0,3.0,
Fearless,1993.0,Peter Weir,https://www.bfi.org.uk/films-tv-people/4ce2b7be8becc,1,,1.0,
Samson and Delilah,1949.0,Cecil B DeMille,https://www.bfi.org.uk/films-tv-people/4ce2b6b5005bc,2,1.0,1.0,1.0
Slaughterhouse-Five,1972.0,George Roy Hill,https://www.bfi.org.uk/films-tv-people/4ce2b6b62c106,1,,1.0,
"Stud Farm, The",1978.0,András Kovács,https://www.bfi.org.uk/films-tv-people/4ce2b6be91701,1,,1.0,
13 Lakes,2005.0,James Benning,https://www.bfi.org.uk/films-tv-people/4ce2b8b5eb906,3,3.0,,
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000.0,Jonas Mekas,https://www.bfi.org.uk/films-tv-people/4ce2b85587159,4,2.0,2.0,1.0
Hatari!,1961.0,Howard Hawks,https://www.bfi.org.uk/films-tv-people/4ce2b6abe00df,5,5.0,,
"Merry Widow, The",1934.0,Ernst Lubitsch,https://www.bfi.org.uk/films-tv-people/4ce2b6b04f4a1,2,2.0,,
Three Godfathers,1948.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b6b846033,1,1.0,,
True Stories,1986.0,David Byrne,https://www.bfi.org.uk/films-tv-people/4ce2b77d794bb,1,1.0,,
Indio nacional,2006.0,Raya Martin,https://www.bfi.org.uk/films-tv-people/4ce2b8bb71533,1,1.0,,
Institute Benjamenta,1995.0,Quay Brothers,https://www.bfi.org.uk/films-tv-people/4ce2b7d4298bc,1,1.0,,
Teorema,1968.0,Pier Paolo Pasolini,https://www.bfi.org.uk/films-tv-people/4ce2b6b7dafed,5,1.0,4.0,
Bitter Victory,1957.0,Nicholas Ray,https://www.bfi.org.uk/films-tv-people/4ce2b6b14aa18,1,1.0,,
Harvest,1937.0,Marcel Pagnol,https://www.bfi.org.uk/films-tv-people/4ce2b6b41b31b,1,1.0,,
"Informer, The",1935.0,John Ford,https://www.bfi.org.uk/films-tv-people/4ce2b72ce97c6,2,,2.0,
Passion,1982.0,Jean-Luc Godard,https://www.bfi.org.uk/films-tv-people/4ce2b754d88e2,5,3.0,2.0,1.0
Festen,1998.0,Thomas Vinterberg,https://www.bfi.org.uk/films-tv-people/4ce2b8137c327,9,3.0,6.0,
Jubilee,1977.0,Derek Jarman,https://www.bfi.org.uk/films-tv-people/4ce2b6be277b6,1,,1.0,
"Marriage of Maria Braun, The",1979.0,Rainer Werner Fassbinder,https://www.bfi.org.uk/films-tv-people/4ce2b6bd93670,3,3.0,,
Borat,2006.0,Larry Charles,https://www.bfi.org.uk/films-tv-people/4ce2b8bdeb6bf,2,1.0,1.0,
Three Colours: Red,1994.0,Krzysztof Kieslowski,https://www.bfi.org.uk/films-tv-people/4ce2b7c1b7f0d,10,7.0,3.0,
"Belle et la Bete, La",1946.0,Jean Cocteau,https://www.bfi.org.uk/films-tv-people/4ce2b6a59e27b,6,4.0,2.0,
Frankenstein,1931.0,James Whale,https://www.bfi.org.uk/films-tv-people/4ce2b6aa95af5,2,,2.0,
Jaws,1975.0,Steven Spielberg,https://www.bfi.org.uk/films-tv-people/4ce2b6ad82ff5,13,5.0,8.0,
"Sacrifice, The",1986.0,Andrei Tarkovsky,https://www.bfi.org.uk/films-tv-people/4ce2b7654f090,6,3.0,3.0,
"Headless Woman, The",2008.0,Lucrecia Martel,https://www.bfi.org.uk/films-tv-people/4ce2b8c7131d7,5,4.0,1.0,
"Arbor, The",2010.0,Clio Barnard,https://www.bfi.org.uk/films-tv-people/4ce2b8db92d5d,2,1.0,1.0,
"Ladykillers, The",1955.0,Alexander Mackendrick,https://www.bfi.org.uk/films-tv-people/4ce2b6ae6de59,2,,2.0,
Near Death,1989.0,Frederick Wiseman,https://www.bfi.org.uk/films-tv-people/4ce2b7a043f70,2,,2.0,
Things to Come,1936.0,William Cameron Menzies,https://www.bfi.org.uk/films-tv-people/4ce2b78017073,1,,1.0,
Tommy,1975.0,Ken Russell,https://www.bfi.org.uk/films-tv-people/4ce2b6b899006,1,,1.0,
"Enfant Secret, L'",1983.0,Philippe Garrel,https://www.bfi.org.uk/films-tv-people/4ce2b71209a69,4,4.0,,1.0
"Saga of Anatahan, The",1953.0,Josef von Sternberg,https://www.bfi.org.uk/films-tv-people/4ce2b7652fc77,3,2.0,1.0,2.0
Splendor in the Grass,1961.0,Elia Kazan,https://www.bfi.org.uk/films-tv-people/4ce2b6b70d4ac,4,4.0,,1.0
"Woman Who Dared, The",1943.0,Jean Grémillon,https://www.bfi.org.uk/films-tv-people/4ce2b6a79a4ae,1,1.0,,1.0
Cézanne,1989.0,Jean-Marie Straub/Danièle Huillet,https://www.bfi.org.uk/films-tv-people/4ce2b7a4ecf9f,2,2.0,,
"Pale Rider, The",1985.0,Clint Eastwood,https://www.bfi.org.uk/films-tv-people/4ce2b6c39542b,1,1.0,,
"statues meurent aussi…, Les",1953.0,Chris Marker/Alain Resnais,https://www.bfi.org.uk/films-tv-people/4ce2b772277dd,2,1.0,1.0,1.0
Yesterday Girl,1966.0,Alexander Kluge,https://www.bfi.org.uk/films-tv-people/4ce2b6bfd078b,1,1.0,,
Still Life,2006.0,Jia Zhang Ke ,https://www.bfi.org.uk/films-tv-people/4ce2b8be31f68,4,2.0,2.0,1.0
"3 Rooms of Melancholia, The",2004.0,Pirjo Honkasalo,https://www.bfi.org.uk/films-tv-people/4ce2b8ab82dc7,1,1.0,,
"Amor Natural, O",1996.0,Heddy Honigmann,https://www.bfi.org.uk/films-tv-people/4ce2b7fe0a16b,1,1.0,,
"Emperor's Naked Army Marches On, The",1987.0,Kazuo Hara,https://www.bfi.org.uk/films-tv-people/4ce2b79f4707d,4,4.0,,
Episode 3 – ‘Enjoy Poverty’,2009.0,Renzo Martens,https://www.bfi.org.uk/films-tv-people/4ce2b8d9b4630,1,1.0,,
"Five Obstructions, The",2003.0,Jørgen Leth/Lars von Trier,https://www.bfi.org.uk/films-tv-people/4ce2b87747e7e,1,1.0,,
Grizzly Man,2005.0,Werner Herzog,https://www.bfi.org.uk/films-tv-people/4ce2b8ae7e376,1,1.0,,
Hoop Dreams,1994.0,Steve James,https://www.bfi.org.uk/films-tv-people/4ce2b7d231dab,2,2.0,,
"Loss Is To Be Expected, A",1992.0,Ulrich Seidl,https://www.bfi.org.uk/films-tv-people/4ce2b887d546c,1,1.0,,
Our Daily Bread,2005.0,Nikolaus Geyrhalter,https://www.bfi.org.uk/films-tv-people/4ce2b8ca62f84,2,1.0,1.0,1.0
"Party, The",1968.0,Blake Edwards,https://www.bfi.org.uk/films-tv-people/4ce2b6b2a69a5,4,4.0,,2.0
"Banishment, The",2007.0,Andrei Zvyagintsev,https://www.bfi.org.uk/films-tv-people/4ce2b8c3c5f92,1,1.0,,
Cousin,1998.0,Adam Elliot,https://www.bfi.org.uk/films-tv-people/4ce2b82a4bd18,1,1.0,,
Paradise Now,2005.0,Hany Abu-Assad,https://www.bfi.org.uk/films-tv-people/4ce2b8ae95065,1,1.0,,
Point Break,1991.0,Kathryn Bigelow,https://www.bfi.org.uk/films-tv-people/4ce2b7a82fcb5,1,1.0,,
