voter,voter_profession,voter_country,movie_id
Josh Safdie,Director,US,id_40
Josh Safdie,Director,US,id_2242
Josh Safdie,Director,US,id_2243
Josh Safdie,Director,US,id_2244
Josh Safdie,Director,US,id_2245
Josh Safdie,Director,US,id_712
Josh Safdie,Director,US,id_2246
Josh Safdie,Director,US,id_2247
Josh Safdie,Director,US,id_2248
Josh Safdie,Director,US,id_2066
SF Said,critic,UK,id_2249
SF Said,critic,UK,id_1865
SF Said,critic,UK,id_102
SF Said,critic,UK,id_222
SF Said,critic,UK,id_266
SF Said,critic,UK,id_366
SF Said,critic,UK,id_166
SF Said,critic,UK,id_326
SF Said,critic,UK,id_47
SF Said,critic,UK,id_2250
Walter Salles,Director,Brazil,id_159
Walter Salles,Director,Brazil,id_21
Walter Salles,Director,Brazil,id_31
Walter Salles,Director,Brazil,id_116
Walter Salles,Director,Brazil,id_33
Walter Salles,Director,Brazil,id_341
Walter Salles,Director,Brazil,id_168
Walter Salles,Director,Brazil,id_291
Walter Salles,Director,Brazil,id_339
Walter Salles,Director,Brazil,id_246
Dan Sallitt,critic,US,id_2191
Dan Sallitt,critic,US,id_2251
Dan Sallitt,critic,US,id_1186
Dan Sallitt,critic,US,id_240
Dan Sallitt,critic,US,id_140
Dan Sallitt,critic,US,id_1223
Dan Sallitt,critic,US,id_661
Dan Sallitt,critic,US,id_292
Dan Sallitt,critic,US,id_1876
Dan Sallitt,critic,US,id_556
Barry Salt,academic,Australia/UK,id_305
Barry Salt,academic,Australia/UK,id_192
Barry Salt,academic,Australia/UK,id_63
Barry Salt,academic,Australia/UK,id_374
Barry Salt,academic,Australia/UK,id_253
Barry Salt,academic,Australia/UK,id_17
Barry Salt,academic,Australia/UK,id_6
Barry Salt,academic,Australia/UK,id_120
Barry Salt,academic,Australia/UK,id_659
Barry Salt,academic,Australia/UK,id_1049
Rasha Salti,programmer,Lebanon/US,id_309
Rasha Salti,programmer,Lebanon/US,id_1792
Rasha Salti,programmer,Lebanon/US,id_1040
Rasha Salti,programmer,Lebanon/US,id_829
Rasha Salti,programmer,Lebanon/US,id_1128
Rasha Salti,programmer,Lebanon/US,id_2252
Rasha Salti,programmer,Lebanon/US,id_2253
Rasha Salti,programmer,Lebanon/US,id_363
Rasha Salti,programmer,Lebanon/US,id_2254
Rasha Salti,programmer,Lebanon/US,id_296
Sukhdev Sandhu,critic,UK,id_158
Sukhdev Sandhu,critic,UK,id_2002
Sukhdev Sandhu,critic,UK,id_106
Sukhdev Sandhu,critic,UK,id_98
Sukhdev Sandhu,critic,UK,id_2255
Sukhdev Sandhu,critic,UK,id_1867
Sukhdev Sandhu,critic,UK,id_329
Sukhdev Sandhu,critic,UK,id_2256
Sukhdev Sandhu,critic,UK,id_1576
Sukhdev Sandhu,critic,UK,id_1175
Hong Sangsoo,Director,South Korea,id_40
Hong Sangsoo,Director,South Korea,id_2257
Hong Sangsoo,Director,South Korea,id_1368
Hong Sangsoo,Director,South Korea,id_230
Hong Sangsoo,Director,South Korea,id_183
Hong Sangsoo,Director,South Korea,id_15
Hong Sangsoo,Director,South Korea,id_552
Hong Sangsoo,Director,South Korea,id_355
Hong Sangsoo,Director,South Korea,id_232
Hong Sangsoo,Director,South Korea,id_870
Antonio Santamarina,programmer,Spain,id_658
Antonio Santamarina,programmer,Spain,id_559
Antonio Santamarina,programmer,Spain,id_282
Antonio Santamarina,programmer,Spain,id_173
Antonio Santamarina,programmer,Spain,id_265
Antonio Santamarina,programmer,Spain,id_27
Antonio Santamarina,programmer,Spain,id_556
Antonio Santamarina,programmer,Spain,id_470
Antonio Santamarina,programmer,Spain,id_838
Antonio Santamarina,programmer,Spain,id_2258
Luc Sante,critic,US/Belgium,id_21
Luc Sante,critic,US/Belgium,id_40
Luc Sante,critic,US/Belgium,id_772
Luc Sante,critic,US/Belgium,id_511
Luc Sante,critic,US/Belgium,id_1216
Luc Sante,critic,US/Belgium,id_492
Luc Sante,critic,US/Belgium,id_140
Luc Sante,critic,US/Belgium,id_141
Luc Sante,critic,US/Belgium,id_1221
Luc Sante,critic,US/Belgium,id_338
Zina Saro-Wiwa,Director,UK/Nigeria,id_2259
Zina Saro-Wiwa,Director,UK/Nigeria,id_2260
Zina Saro-Wiwa,Director,UK/Nigeria,id_2261
Zina Saro-Wiwa,Director,UK/Nigeria,id_1588
Zina Saro-Wiwa,Director,UK/Nigeria,id_2262
Zina Saro-Wiwa,Director,UK/Nigeria,id_1790
Zina Saro-Wiwa,Director,UK/Nigeria,id_464
Zina Saro-Wiwa,Director,UK/Nigeria,id_2263
Zina Saro-Wiwa,Director,UK/Nigeria,id_2264
Zina Saro-Wiwa,Director,UK/Nigeria,id_2265
Tadao Sato,critic,Japan,id_2266
Tadao Sato,critic,Japan,id_80
Tadao Sato,critic,Japan,id_107
Tadao Sato,critic,Japan,id_2267
Tadao Sato,critic,Japan,id_2268
Tadao Sato,critic,Japan,id_2269
Tadao Sato,critic,Japan,id_1031
Tadao Sato,critic,Japan,id_217
Tadao Sato,critic,Japan,id_457
Tadao Sato,critic,Japan,id_296
Jean-Stephane Sauvaire,Director,France,id_160
Jean-Stephane Sauvaire,Director,France,id_31
Jean-Stephane Sauvaire,Director,France,id_24
Jean-Stephane Sauvaire,Director,France,id_73
Jean-Stephane Sauvaire,Director,France,id_1635
Jean-Stephane Sauvaire,Director,France,id_259
Jean-Stephane Sauvaire,Director,France,id_233
Jean-Stephane Sauvaire,Director,France,id_78
Jean-Stephane Sauvaire,Director,France,id_19
Jean-Stephane Sauvaire,Director,France,id_211
Peter Scarlet,programmer,US/Abu Dhabi,id_40
Peter Scarlet,programmer,US/Abu Dhabi,id_453
Peter Scarlet,programmer,US/Abu Dhabi,id_27
Peter Scarlet,programmer,US/Abu Dhabi,id_132
Peter Scarlet,programmer,US/Abu Dhabi,id_329
Peter Scarlet,programmer,US/Abu Dhabi,id_120
Peter Scarlet,programmer,US/Abu Dhabi,id_121
Peter Scarlet,programmer,US/Abu Dhabi,id_278
Peter Scarlet,programmer,US/Abu Dhabi,id_235
Peter Scarlet,programmer,US/Abu Dhabi,id_465
Barbara Scharres,programmer,US,id_2270
Barbara Scharres,programmer,US,id_2271
Barbara Scharres,programmer,US,id_2272
Barbara Scharres,programmer,US,id_693
Barbara Scharres,programmer,US,id_266
Barbara Scharres,programmer,US,id_571
Barbara Scharres,programmer,US,id_2273
Barbara Scharres,programmer,US,id_2274
Barbara Scharres,programmer,US,id_2275
Barbara Scharres,programmer,US,id_2276
Ralf Schenk,academic,Germany,id_159
Ralf Schenk,academic,Germany,id_565
Ralf Schenk,academic,Germany,id_207
Ralf Schenk,academic,Germany,id_226
Ralf Schenk,academic,Germany,id_496
Ralf Schenk,academic,Germany,id_2277
Ralf Schenk,academic,Germany,id_4
Ralf Schenk,academic,Germany,id_560
Ralf Schenk,academic,Germany,id_168
Ralf Schenk,academic,Germany,id_227
Lone Scherfig,Director,Denmark,id_938
Lone Scherfig,Director,Denmark,id_60
Lone Scherfig,Director,Denmark,id_98
Lone Scherfig,Director,Denmark,id_192
Lone Scherfig,Director,Denmark,id_2278
Lone Scherfig,Director,Denmark,id_360
Lone Scherfig,Director,Denmark,id_2279
Lone Scherfig,Director,Denmark,id_105
Lone Scherfig,Director,Denmark,id_157
Lone Scherfig,Director,Denmark,id_2280
Git Scheynius,programmer,Sweden,id_282
Git Scheynius,programmer,Sweden,id_100
Git Scheynius,programmer,Sweden,id_582
Git Scheynius,programmer,Sweden,id_4
Git Scheynius,programmer,Sweden,id_232
Git Scheynius,programmer,Sweden,id_203
Git Scheynius,programmer,Sweden,id_134
Git Scheynius,programmer,Sweden,id_834
Git Scheynius,programmer,Sweden,id_146
Git Scheynius,programmer,Sweden,id_9
Regina Schlagnitweit,programmer,Austria,id_1486
Regina Schlagnitweit,programmer,Austria,id_27
Regina Schlagnitweit,programmer,Austria,id_1393
Regina Schlagnitweit,programmer,Austria,id_1487
Regina Schlagnitweit,programmer,Austria,id_68
Regina Schlagnitweit,programmer,Austria,id_338
Regina Schlagnitweit,programmer,Austria,id_1890
Regina Schlagnitweit,programmer,Austria,id_501
Regina Schlagnitweit,programmer,Austria,id_128
Regina Schlagnitweit,programmer,Austria,id_715
Minky Schlesinger,Director,South Africa,id_160
Minky Schlesinger,Director,South Africa,id_2281
Minky Schlesinger,Director,South Africa,id_522
Minky Schlesinger,Director,South Africa,id_310
Minky Schlesinger,Director,South Africa,id_360
Minky Schlesinger,Director,South Africa,id_728
Minky Schlesinger,Director,South Africa,id_535
Minky Schlesinger,Director,South Africa,id_720
Minky Schlesinger,Director,South Africa,id_2282
Minky Schlesinger,Director,South Africa,id_228
Oliver Schmitz,Director,South Africa,id_20
Oliver Schmitz,Director,South Africa,id_31
Oliver Schmitz,Director,South Africa,id_192
Oliver Schmitz,Director,South Africa,id_1209
Oliver Schmitz,Director,South Africa,id_100
Oliver Schmitz,Director,South Africa,id_745
Oliver Schmitz,Director,South Africa,id_571
Oliver Schmitz,Director,South Africa,id_203
Oliver Schmitz,Director,South Africa,id_211
Oliver Schmitz,Director,South Africa,id_146
Pablo O. Scholz,critic,Argentina,id_20
Pablo O. Scholz,critic,Argentina,id_31
Pablo O. Scholz,critic,Argentina,id_490
Pablo O. Scholz,critic,Argentina,id_63
Pablo O. Scholz,critic,Argentina,id_428
Pablo O. Scholz,critic,Argentina,id_110
Pablo O. Scholz,critic,Argentina,id_167
Pablo O. Scholz,critic,Argentina,id_4
Pablo O. Scholz,critic,Argentina,id_57
Pablo O. Scholz,critic,Argentina,id_179
Paul Schrader,Director,US,id_63
Paul Schrader,Director,US,id_200
Paul Schrader,Director,US,id_102
Paul Schrader,Director,US,id_276
Paul Schrader,Director,US,id_524
Paul Schrader,Director,US,id_186
Paul Schrader,Director,US,id_120
Paul Schrader,Director,US,id_217
Paul Schrader,Director,US,id_146
Paul Schrader,Director,US,id_249
Gusztáv Schubert,critic,Hungary,id_159
Gusztáv Schubert,critic,Hungary,id_434
Gusztáv Schubert,critic,Hungary,id_21
Gusztáv Schubert,critic,Hungary,id_73
Gusztáv Schubert,critic,Hungary,id_895
Gusztáv Schubert,critic,Hungary,id_57
Gusztáv Schubert,critic,Hungary,id_203
Gusztáv Schubert,critic,Hungary,id_6
Gusztáv Schubert,critic,Hungary,id_1308
Gusztáv Schubert,critic,Hungary,id_126
Sheila Schvarzman,academic,Brazil,id_2283
Sheila Schvarzman,academic,Brazil,id_305
Sheila Schvarzman,academic,Brazil,id_748
Sheila Schvarzman,academic,Brazil,id_2284
Sheila Schvarzman,academic,Brazil,id_667
Sheila Schvarzman,academic,Brazil,id_45
Sheila Schvarzman,academic,Brazil,id_2285
Sheila Schvarzman,academic,Brazil,id_973
Sheila Schvarzman,academic,Brazil,id_755
Sheila Schvarzman,academic,Brazil,id_838
Ariel Schweitzer,critic,France / Israel,id_20
Ariel Schweitzer,critic,France / Israel,id_81
Ariel Schweitzer,critic,France / Israel,id_200
Ariel Schweitzer,critic,France / Israel,id_346
Ariel Schweitzer,critic,France / Israel,id_565
Ariel Schweitzer,critic,France / Israel,id_511
Ariel Schweitzer,critic,France / Israel,id_17
Ariel Schweitzer,critic,France / Israel,id_45
Ariel Schweitzer,critic,France / Israel,id_120
Ariel Schweitzer,critic,France / Israel,id_470
Martin Scorsese,Director,US,id_20
Martin Scorsese,Director,US,id_159
Martin Scorsese,Director,US,id_224
Martin Scorsese,Director,US,id_63
Martin Scorsese,Director,US,id_184
Martin Scorsese,Director,US,id_316
Martin Scorsese,Director,US,id_414
Martin Scorsese,Director,US,id_77
Martin Scorsese,Director,US,id_805
Martin Scorsese,Director,US,id_556
Martin Scorsese,Director,US,id_457
Martin Scorsese,Director,US,id_146
Augusto M Seabra,critic,Portugal,id_225
Augusto M Seabra,critic,Portugal,id_265
Augusto M Seabra,critic,Portugal,id_226
Augusto M Seabra,critic,Portugal,id_354
Augusto M Seabra,critic,Portugal,id_222
Augusto M Seabra,critic,Portugal,id_326
Augusto M Seabra,critic,Portugal,id_120
Augusto M Seabra,critic,Portugal,id_754
Augusto M Seabra,critic,Portugal,id_217
Augusto M Seabra,critic,Portugal,id_146
Ulrich Seidl,Director,Austria,id_21
Ulrich Seidl,Director,Austria,id_2286
Ulrich Seidl,Director,Austria,id_264
Ulrich Seidl,Director,Austria,id_324
Ulrich Seidl,Director,Austria,id_619
Ulrich Seidl,Director,Austria,id_2236
Ulrich Seidl,Director,Austria,id_1679
Ulrich Seidl,Director,Austria,id_2141
Ulrich Seidl,Director,Austria,id_19
Ulrich Seidl,Director,Austria,id_227
Allan Sekula,Director,US,id_2287
Allan Sekula,Director,US,id_40
Allan Sekula,Director,US,id_2081
Allan Sekula,Director,US,id_305
Allan Sekula,Director,US,id_2022
Allan Sekula,Director,US,id_415
Allan Sekula,Director,US,id_1774
Allan Sekula,Director,US,id_2288
Allan Sekula,Director,US,id_659
Allan Sekula,Director,US,id_2289
Virginie Sélavy,critic,UK,id_448
Virginie Sélavy,critic,UK,id_41
Virginie Sélavy,critic,UK,id_346
Virginie Sélavy,critic,UK,id_1497
Virginie Sélavy,critic,UK,id_443
Virginie Sélavy,critic,UK,id_2290
Virginie Sélavy,critic,UK,id_163
Virginie Sélavy,critic,UK,id_2291
Virginie Sélavy,critic,UK,id_1004
Virginie Sélavy,critic,UK,id_617
Petra Seliskar,Director,Slovenia,id_2292
Petra Seliskar,Director,Slovenia,id_2293
Petra Seliskar,Director,Slovenia,id_2294
Petra Seliskar,Director,Slovenia,id_2295
Petra Seliskar,Director,Slovenia,id_1419
Petra Seliskar,Director,Slovenia,id_709
Petra Seliskar,Director,Slovenia,id_2296
Petra Seliskar,Director,Slovenia,id_27
Petra Seliskar,Director,Slovenia,id_2297
Petra Seliskar,Director,Slovenia,id_2298
Geneviève Sellier,academic,France,id_62
Geneviève Sellier,academic,France,id_2299
Geneviève Sellier,academic,France,id_2026
Geneviève Sellier,academic,France,id_2300
Geneviève Sellier,academic,France,id_2301
Geneviève Sellier,academic,France,id_2302
Geneviève Sellier,academic,France,id_357
Geneviève Sellier,academic,France,id_2303
Geneviève Sellier,academic,France,id_2304
Geneviève Sellier,academic,France,id_638
John Semley,critic,Canada,id_159
John Semley,critic,Canada,id_1725
John Semley,critic,Canada,id_51
John Semley,critic,Canada,id_29
John Semley,critic,Canada,id_560
John Semley,critic,Canada,id_394
John Semley,critic,Canada,id_186
John Semley,critic,Canada,id_57
John Semley,critic,Canada,id_277
John Semley,critic,Canada,id_249
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_160
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_307
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_41
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_956
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_102
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_27
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_694
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_789
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_163
Rada Sesic,critic,The Netherlands/Bosnia and Herzegovina,id_191
Farai Sevenzo,Director,Zimbabwe,id_2305
Farai Sevenzo,Director,Zimbabwe,id_2306
Farai Sevenzo,Director,Zimbabwe,id_110
Farai Sevenzo,Director,Zimbabwe,id_112
Farai Sevenzo,Director,Zimbabwe,id_57
Farai Sevenzo,Director,Zimbabwe,id_47
Farai Sevenzo,Director,Zimbabwe,id_211
Farai Sevenzo,Director,Zimbabwe,id_363
Farai Sevenzo,Director,Zimbabwe,id_312
Farai Sevenzo,Director,Zimbabwe,id_1013
Girish Shambu,critic,US,id_863
Girish Shambu,critic,US,id_72
Girish Shambu,critic,US,id_1188
Girish Shambu,critic,US,id_274
Girish Shambu,critic,US,id_2307
Girish Shambu,critic,US,id_615
Girish Shambu,critic,US,id_83
Girish Shambu,critic,US,id_688
Girish Shambu,critic,US,id_125
Girish Shambu,critic,US,id_458
Jasper Sharp,critic,UK,id_1516
Jasper Sharp,critic,UK,id_250
Jasper Sharp,critic,UK,id_538
Jasper Sharp,critic,UK,id_2308
Jasper Sharp,critic,UK,id_2309
Jasper Sharp,critic,UK,id_2310
Jasper Sharp,critic,UK,id_1135
Jasper Sharp,critic,UK,id_2291
Jasper Sharp,critic,UK,id_723
Jasper Sharp,critic,UK,id_2041
Rebecca Shatwell,programmer,UK,id_943
Rebecca Shatwell,programmer,UK,id_2311
Rebecca Shatwell,programmer,UK,id_584
Rebecca Shatwell,programmer,UK,id_2312
Rebecca Shatwell,programmer,UK,id_2313
Rebecca Shatwell,programmer,UK,id_1505
Rebecca Shatwell,programmer,UK,id_651
Rebecca Shatwell,programmer,UK,id_889
Rebecca Shatwell,programmer,UK,id_715
Rebecca Shatwell,programmer,UK,id_349
Steven Shaviro,critic,US,id_2314
Steven Shaviro,critic,US,id_477
Steven Shaviro,critic,US,id_75
Steven Shaviro,critic,US,id_2315
Steven Shaviro,critic,US,id_232
Steven Shaviro,critic,US,id_1038
Steven Shaviro,critic,US,id_120
Steven Shaviro,critic,US,id_121
Steven Shaviro,critic,US,id_439
Steven Shaviro,critic,US,id_146
Chris Shepherd,Director,UK,id_20
Chris Shepherd,Director,UK,id_60
Chris Shepherd,Director,UK,id_106
Chris Shepherd,Director,UK,id_151
Chris Shepherd,Director,UK,id_384
Chris Shepherd,Director,UK,id_1133
Chris Shepherd,Director,UK,id_408
Chris Shepherd,Director,UK,id_47
Chris Shepherd,Director,UK,id_2316
Chris Shepherd,Director,UK,id_557
Peter Shepotinnik,programmer,Russia,id_159
Peter Shepotinnik,programmer,Russia,id_116
Peter Shepotinnik,programmer,Russia,id_161
Peter Shepotinnik,programmer,Russia,id_619
Peter Shepotinnik,programmer,Russia,id_1325
Peter Shepotinnik,programmer,Russia,id_17
Peter Shepotinnik,programmer,Russia,id_2317
Peter Shepotinnik,programmer,Russia,id_463
Peter Shepotinnik,programmer,Russia,id_2318
Peter Shepotinnik,programmer,Russia,id_338
Shinji Aoyama,Director,Japan,id_1368
Shinji Aoyama,Director,Japan,id_2319
Shinji Aoyama,Director,Japan,id_1677
Shinji Aoyama,Director,Japan,id_2320
Shinji Aoyama,Director,Japan,id_130
Shinji Aoyama,Director,Japan,id_2321
Shinji Aoyama,Director,Japan,id_125
Shinji Aoyama,Director,Japan,id_269
Shinji Aoyama,Director,Japan,id_690
Shinji Aoyama,Director,Japan,id_1140
Keith Shiri,programmer,UK,id_147
Keith Shiri,programmer,UK,id_106
Keith Shiri,programmer,UK,id_1291
Keith Shiri,programmer,UK,id_2322
Keith Shiri,programmer,UK,id_2323
Keith Shiri,programmer,UK,id_113
Keith Shiri,programmer,UK,id_2265
Keith Shiri,programmer,UK,id_363
Keith Shiri,programmer,UK,id_1040
Keith Shiri,programmer,UK,id_1013
Graham Shirley,archivist,Australia,id_192
Graham Shirley,archivist,Australia,id_490
Graham Shirley,archivist,Australia,id_63
Graham Shirley,archivist,Australia,id_361
Graham Shirley,archivist,Australia,id_511
Graham Shirley,archivist,Australia,id_520
Graham Shirley,archivist,Australia,id_560
Graham Shirley,archivist,Australia,id_235
Graham Shirley,archivist,Australia,id_541
Graham Shirley,archivist,Australia,id_146
Cate Shortland,Director,Australia,id_164
Cate Shortland,Director,Australia,id_98
Cate Shortland,Director,Australia,id_765
Cate Shortland,Director,Australia,id_122
Cate Shortland,Director,Australia,id_1594
Cate Shortland,Director,Australia,id_391
Cate Shortland,Director,Australia,id_2324
Cate Shortland,Director,Australia,id_174
Cate Shortland,Director,Australia,id_1956
Cate Shortland,Director,Australia,id_396
Michael Sicinski,critic,US,id_20
Michael Sicinski,critic,US,id_474
Michael Sicinski,critic,US,id_52
Michael Sicinski,critic,US,id_420
Michael Sicinski,critic,US,id_264
Michael Sicinski,critic,US,id_477
Michael Sicinski,critic,US,id_347
Michael Sicinski,critic,US,id_120
Michael Sicinski,critic,US,id_217
Michael Sicinski,critic,US,id_632
Dāvis Sīmanis,Director,Latvia,id_538
Dāvis Sīmanis,Director,Latvia,id_567
Dāvis Sīmanis,Director,Latvia,id_447
Dāvis Sīmanis,Director,Latvia,id_2325
Dāvis Sīmanis,Director,Latvia,id_17
Dāvis Sīmanis,Director,Latvia,id_2326
Dāvis Sīmanis,Director,Latvia,id_76
Dāvis Sīmanis,Director,Latvia,id_235
Dāvis Sīmanis,Director,Latvia,id_951
Dāvis Sīmanis,Director,Latvia,id_217
Nico Simon,programmer,Belgium,id_20
Nico Simon,programmer,Belgium,id_31
Nico Simon,programmer,Belgium,id_305
Nico Simon,programmer,Belgium,id_250
Nico Simon,programmer,Belgium,id_63
Nico Simon,programmer,Belgium,id_491
Nico Simon,programmer,Belgium,id_945
Nico Simon,programmer,Belgium,id_374
Nico Simon,programmer,Belgium,id_291
Nico Simon,programmer,Belgium,id_47
Iain Sinclair,critic,UK,id_2048
Iain Sinclair,critic,UK,id_199
Iain Sinclair,critic,UK,id_1620
Iain Sinclair,critic,UK,id_2099
Iain Sinclair,critic,UK,id_264
Iain Sinclair,critic,UK,id_1170
Iain Sinclair,critic,UK,id_75
Iain Sinclair,critic,UK,id_455
Iain Sinclair,critic,UK,id_580
Iain Sinclair,critic,UK,id_294
Jim Sinclair,programmer,Canada,id_20
Jim Sinclair,programmer,Canada,id_63
Jim Sinclair,programmer,Canada,id_168
Jim Sinclair,programmer,Canada,id_414
Jim Sinclair,programmer,Canada,id_120
Jim Sinclair,programmer,Canada,id_488
Jim Sinclair,programmer,Canada,id_556
Jim Sinclair,programmer,Canada,id_217
Jim Sinclair,programmer,Canada,id_115
Jim Sinclair,programmer,Canada,id_146
Mark Sinker,critic,UK,id_2327
Mark Sinker,critic,UK,id_546
Mark Sinker,critic,UK,id_1964
Mark Sinker,critic,UK,id_1722
Mark Sinker,critic,UK,id_2328
Mark Sinker,critic,UK,id_2329
Mark Sinker,critic,UK,id_2330
Mark Sinker,critic,UK,id_2274
Mark Sinker,critic,UK,id_2331
Mark Sinker,critic,UK,id_669
Neil Sinyard,academic,UK,id_10
Neil Sinyard,academic,UK,id_2332
Neil Sinyard,academic,UK,id_63
Neil Sinyard,academic,UK,id_1926
Neil Sinyard,academic,UK,id_393
Neil Sinyard,academic,UK,id_184
Neil Sinyard,academic,UK,id_2333
Neil Sinyard,academic,UK,id_2334
Neil Sinyard,academic,UK,id_121
Neil Sinyard,academic,UK,id_146
Erik Skjoldbjærg,Director,Norway,id_20
Erik Skjoldbjærg,Director,Norway,id_328
Erik Skjoldbjærg,Director,Norway,id_863
Erik Skjoldbjærg,Director,Norway,id_522
Erik Skjoldbjærg,Director,Norway,id_201
Erik Skjoldbjærg,Director,Norway,id_15
Erik Skjoldbjærg,Director,Norway,id_232
Erik Skjoldbjærg,Director,Norway,id_57
Erik Skjoldbjærg,Director,Norway,id_217
Erik Skjoldbjærg,Director,Norway,id_256
Ali Smith,critic,UK,id_2335
Ali Smith,critic,UK,id_181
Ali Smith,critic,UK,id_398
Ali Smith,critic,UK,id_2336
Ali Smith,critic,UK,id_766
Ali Smith,critic,UK,id_18
Ali Smith,critic,UK,id_326
Ali Smith,critic,UK,id_5
Ali Smith,critic,UK,id_528
Ali Smith,critic,UK,id_2337
Anna Smith,critic,UK,id_820
Anna Smith,critic,UK,id_1789
Anna Smith,critic,UK,id_23
Anna Smith,critic,UK,id_2338
Anna Smith,critic,UK,id_2221
Anna Smith,critic,UK,id_201
Anna Smith,critic,UK,id_728
Anna Smith,critic,UK,id_336
Anna Smith,critic,UK,id_273
Anna Smith,critic,UK,id_2339
Gavin Smith,critic,US,id_20
Gavin Smith,critic,US,id_1186
Gavin Smith,critic,US,id_2340
Gavin Smith,critic,US,id_1660
Gavin Smith,critic,US,id_514
Gavin Smith,critic,US,id_57
Gavin Smith,critic,US,id_58
Gavin Smith,critic,US,id_267
Gavin Smith,critic,US,id_470
Gavin Smith,critic,US,id_235
Paul Julian Smith,academic,UK/US,id_996
Paul Julian Smith,academic,UK/US,id_192
Paul Julian Smith,academic,UK/US,id_1378
Paul Julian Smith,academic,UK/US,id_477
Paul Julian Smith,academic,UK/US,id_102
Paul Julian Smith,academic,UK/US,id_766
Paul Julian Smith,academic,UK/US,id_57
Paul Julian Smith,academic,UK/US,id_663
Paul Julian Smith,academic,UK/US,id_217
Paul Julian Smith,academic,UK/US,id_146
Tim J Smith,academic,UK,id_20
Tim J Smith,academic,UK,id_305
Tim J Smith,academic,UK,id_583
Tim J Smith,academic,UK,id_51
Tim J Smith,academic,UK,id_765
Tim J Smith,academic,UK,id_63
Tim J Smith,academic,UK,id_27
Tim J Smith,academic,UK,id_57
Tim J Smith,academic,UK,id_203
Tim J Smith,academic,UK,id_1519
Kazuhiro Soda,Director,Japan/US,id_2341
Kazuhiro Soda,Director,Japan/US,id_81
Kazuhiro Soda,Director,Japan/US,id_161
Kazuhiro Soda,Director,Japan/US,id_1787
Kazuhiro Soda,Director,Japan/US,id_436
Kazuhiro Soda,Director,Japan/US,id_4
Kazuhiro Soda,Director,Japan/US,id_968
Kazuhiro Soda,Director,Japan/US,id_1437
Kazuhiro Soda,Director,Japan/US,id_543
Kazuhiro Soda,Director,Japan/US,id_217
Eloísa Solaas,programmer,Argentina,id_1446
Eloísa Solaas,programmer,Argentina,id_265
Eloísa Solaas,programmer,Argentina,id_194
Eloísa Solaas,programmer,Argentina,id_463
Eloísa Solaas,programmer,Argentina,id_481
Eloísa Solaas,programmer,Argentina,id_2342
Eloísa Solaas,programmer,Argentina,id_168
Eloísa Solaas,programmer,Argentina,id_234
Eloísa Solaas,programmer,Argentina,id_2343
Eloísa Solaas,programmer,Argentina,id_593
Jason Solomons,critic,UK,id_245
Jason Solomons,critic,UK,id_40
Jason Solomons,critic,UK,id_192
Jason Solomons,critic,UK,id_52
Jason Solomons,critic,UK,id_728
Jason Solomons,critic,UK,id_930
Jason Solomons,critic,UK,id_13
Jason Solomons,critic,UK,id_235
Jason Solomons,critic,UK,id_134
Jason Solomons,critic,UK,id_457
Fernanda Solórzano,critic,Mexico,id_159
Fernanda Solórzano,critic,Mexico,id_23
Fernanda Solórzano,critic,Mexico,id_63
Fernanda Solórzano,critic,Mexico,id_201
Fernanda Solórzano,critic,Mexico,id_3
Fernanda Solórzano,critic,Mexico,id_29
Fernanda Solórzano,critic,Mexico,id_812
Fernanda Solórzano,critic,Mexico,id_6
Fernanda Solórzano,critic,Mexico,id_134
Fernanda Solórzano,critic,Mexico,id_146
Sion Sono,Director,Japan,id_2344
Sion Sono,Director,Japan,id_925
Sion Sono,Director,Japan,id_376
Sion Sono,Director,Japan,id_2345
Sion Sono,Director,Japan,id_2346
Sion Sono,Director,Japan,id_2347
Sion Sono,Director,Japan,id_76
Sion Sono,Director,Japan,id_335
Sion Sono,Director,Japan,id_2348
Sion Sono,Director,Japan,id_87
David Sorfa,academic,UK,id_164
David Sorfa,academic,UK,id_1970
David Sorfa,academic,UK,id_737
David Sorfa,academic,UK,id_2349
David Sorfa,academic,UK,id_247
David Sorfa,academic,UK,id_2326
David Sorfa,academic,UK,id_2350
David Sorfa,academic,UK,id_1070
David Sorfa,academic,UK,id_525
David Sorfa,academic,UK,id_541
Mohamed Soueid,critic,Lebanon,id_21
Mohamed Soueid,critic,Lebanon,id_1186
Mohamed Soueid,critic,Lebanon,id_391
Mohamed Soueid,critic,Lebanon,id_324
Mohamed Soueid,critic,Lebanon,id_1075
Mohamed Soueid,critic,Lebanon,id_619
Mohamed Soueid,critic,Lebanon,id_481
Mohamed Soueid,critic,Lebanon,id_1061
Mohamed Soueid,critic,Lebanon,id_146
Mohamed Soueid,critic,Lebanon,id_9
Igor Soukmanov,critic,Belarus,id_20
